GeneID,padj_dat_ev,padj_dat_rna,padj_dat_ox,padj_dat_rna_lp,padj_dat_ox_lp,padj_dat_rna_op,padj_dat_ox_op
Phvul.006G014000.1,NA,NA,NA,NA,4.27956556480285e-5,NA,NA
Phvul.006G014800.1,NA,NA,5.05462148382838e-5,NA,1.87359106769392e-4,NA,NA
Phvul.006G015061.1,NA,NA,3.07771640056114e-4,NA,NA,NA,NA
Phvul.006G017100.1,NA,NA,NA,NA,NA,NA,0.00134802726617914
Phvul.006G017400.1,1.96501469523954e-6,NA,NA,NA,NA,NA,NA
Phvul.006G017500.1,NA,NA,2.08162075265436e-40,NA,8.26753331574209e-24,NA,NA
Phvul.006G020400.1,NA,NA,0.0483332413553915,NA,8.41988334615126e-6,NA,NA
Phvul.006G022300.1,NA,NA,1.35427073997279e-4,NA,3.96522146010353e-4,NA,NA
Phvul.006G022600.1,NA,0.0237111648234964,9.44411562579478e-60,NA,7.44725318115205e-12,NA,NA
Phvul.006G023500.1,NA,0.00843028805149226,1.84921317235885e-63,NA,5.17928283581853e-20,NA,NA
Phvul.006G023900.1,NA,NA,3.96177479254353e-12,NA,1.0854842773482e-5,NA,NA
Phvul.006G024700.1,0.0236846817448082,NA,NA,NA,NA,NA,NA
Phvul.006G028100.1,NA,0.012012574169537,NA,NA,NA,NA,0.00399628218656463
Phvul.006G031600.1,NA,NA,NA,NA,0.0486329340484192,NA,NA
Phvul.006G032800.1,NA,NA,1.54172542593363e-10,NA,9.9504804852201e-8,NA,NA
Phvul.006G033300.1,NA,NA,0.00619807986404009,NA,0.0479500755105707,NA,NA
Phvul.006G035900.1,NA,0.00179340697767411,NA,NA,NA,NA,NA
Phvul.006G036600.1,NA,NA,NA,0.0146302066317034,NA,NA,NA
Phvul.006G038144.1,NA,NA,NA,NA,0.0163882580988306,NA,NA
Phvul.006G039800.1,NA,NA,5.67165828585294e-10,NA,7.55998357438391e-12,NA,NA
Phvul.006G043100.1,NA,NA,7.60778439888429e-47,NA,4.22111918155417e-17,NA,NA
Phvul.006G045800.1,NA,NA,NA,NA,9.23622920062493e-8,NA,2.78952969360801e-9
Phvul.006G046000.1,2.99685873605652e-5,0.00391453036450228,1.36568102322088e-4,NA,NA,NA,NA
Phvul.006G046800.2,NA,NA,0.0326305772999345,NA,NA,NA,NA
Phvul.006G047300.1,NA,NA,4.22278725439631e-9,NA,NA,NA,NA
Phvul.006G047400.1,NA,NA,NA,NA,0.0135105510927777,NA,NA
Phvul.006G048100.1,NA,NA,1.30853016136839e-19,NA,2.28971957779627e-8,NA,NA
Phvul.006G048400.1,NA,NA,NA,NA,1.80369523436881e-5,NA,NA
Phvul.006G048600.1,NA,0.0296878709402302,5.95053690203669e-4,NA,NA,NA,NA
Phvul.006G050000.1,0.0172742930323052,NA,NA,NA,1.95575377054156e-9,NA,1.18350424052691e-10
Phvul.006G053200.1,NA,NA,1.55352606418081e-17,NA,NA,NA,NA
Phvul.006G054200.1,2.13697797211546e-10,NA,0.00129885327834986,NA,NA,3.31329436912484e-8,4.19427500306021e-8
Phvul.006G055200.1,1.21496033410628e-13,8.30018000191811e-4,3.09097440143234e-55,NA,NA,NA,NA
Phvul.006G056200.1,NA,NA,NA,NA,0.039271044307875,NA,NA
Phvul.006G056400.2,NA,NA,8.85578885011083e-5,NA,5.57474145606474e-8,NA,NA
Phvul.006G057900.1,NA,NA,NA,NA,NA,NA,1.18350424052691e-10
Phvul.006G058600.1,NA,NA,NA,NA,1.37097732444803e-10,NA,NA
Phvul.006G058700.1,NA,NA,NA,NA,1.39577817672023e-31,NA,NA
Phvul.006G058900.1,NA,NA,NA,NA,2.63465201867806e-5,NA,NA
Phvul.006G060700.1,3.5373936894939e-5,0.0404945925812201,NA,NA,0.00813244413540932,NA,2.21192077746697e-13
Phvul.006G064000.1,NA,NA,2.29805760305373e-27,NA,NA,NA,NA
Phvul.006G064900.1,NA,NA,4.17601417262804e-10,NA,NA,NA,NA
Phvul.006G067600.1,3.99579973168655e-35,0.00214628488748493,NA,NA,NA,NA,6.83899184125115e-68
Phvul.006G067700.1,NA,0.00229336141793949,NA,NA,NA,NA,NA
Phvul.006G067800.1,0.0259899130546822,NA,NA,NA,NA,NA,NA
Phvul.006G068400.1,0.00427058940908192,NA,NA,NA,NA,NA,NA
Phvul.006G068500.1,NA,NA,4.54610212410719e-5,NA,0.00174815626592574,NA,NA
Phvul.006G068600.1,NA,NA,4.35376018556231e-4,NA,4.76769569895624e-5,NA,NA
Phvul.006G068800.1,NA,NA,NA,NA,4.25608928610277e-5,NA,NA
Phvul.006G069300.1,1.49332364666506e-7,NA,1.18826612042421e-28,NA,NA,NA,NA
Phvul.006G069500.1,NA,NA,NA,NA,NA,0.00282595882690227,NA
Phvul.006G070200.1,NA,0.00709400763689893,NA,NA,1.07783716110161e-4,NA,NA
Phvul.006G071200.2,NA,4.22443383833631e-5,1.07422754399834e-17,NA,NA,NA,NA
Phvul.006G071600.1,NA,NA,NA,NA,3.52116971126995e-4,0.0114276040913379,NA
Phvul.006G071800.1,NA,NA,5.83632880233949e-27,NA,NA,NA,0.00336748905861815
Phvul.006G073100.1,NA,NA,NA,0.0217340803046415,NA,NA,NA
Phvul.006G074200.1,NA,NA,4.13155019870359e-12,NA,1.54161015439055e-4,NA,NA
Phvul.006G075400.1,NA,NA,NA,6.02398649964597e-6,2.2165265923644e-4,NA,NA
Phvul.006G075600.1,1.45526607022032e-5,0.00213581641851346,8.41066966605871e-39,NA,1.57606731408848e-6,NA,3.53180929192923e-47
Phvul.006G075800.1,NA,NA,1.70359757232841e-47,NA,NA,NA,NA
Phvul.006G076800.1,NA,NA,0.0274354631491193,NA,NA,NA,NA
Phvul.006G077200.1,NA,NA,1.0894403460684e-7,NA,NA,NA,NA
Phvul.006G078800.1,NA,3.57618583193791e-8,0.0244246729767646,NA,0.0103789484981967,NA,0.0186962808083359
Phvul.006G078900.1,0.00486755479496484,1.29183029756525e-14,0.00138675340025819,NA,0.00364820290114557,NA,NA
Phvul.006G079100.1,NA,9.48555194898468e-5,NA,NA,NA,NA,NA
Phvul.006G079500.1,NA,3.60613026392175e-4,1.11889956356467e-69,NA,3.04677587433786e-26,NA,3.02675489576078e-10
Phvul.006G079600.1,0.0388999462394853,3.33901747029829e-5,5.48128610206772e-103,NA,4.39357052245347e-67,NA,5.14004090429616e-4
Phvul.006G079700.1,NA,3.80358022155075e-7,NA,NA,NA,NA,NA
Phvul.006G080700.1,1.44181564021549e-5,NA,NA,NA,NA,NA,NA
Phvul.006G082500.2,NA,NA,2.94513984004871e-6,NA,NA,NA,4.10257970402279e-5
Phvul.006G082700.1,NA,NA,NA,NA,NA,2.51142342217637e-11,NA
Phvul.006G082900.1,NA,NA,0.0202085779509722,NA,NA,0.0125059685719601,NA
Phvul.006G083700.1,NA,NA,3.24915296138755e-4,NA,NA,NA,NA
Phvul.006G084600.1,NA,NA,0.00822941818368956,NA,0.00182201059017405,NA,NA
Phvul.006G084900.3,NA,0.0230419876057234,NA,0.0299791391932658,1.96278015946659e-4,NA,NA
Phvul.006G085300.1,NA,NA,NA,NA,0.0209811629699302,NA,NA
Phvul.006G085800.1,5.32033408367702e-19,0.00693147212962658,NA,NA,NA,NA,2.23391329648798e-32
Phvul.006G085900.1,7.52495418726944e-10,8.979714205156e-4,1.71807591168503e-16,NA,1.52561570920361e-21,NA,2.44373148961685e-15
Phvul.006G086100.1,NA,1.36835181517544e-9,NA,NA,NA,NA,2.81496256484221e-7
Phvul.006G086822.1,NA,NA,3.56509194480011e-4,NA,0.0125436523025353,NA,NA
Phvul.006G087000.1,NA,NA,NA,NA,0.0175178505563862,NA,NA
Phvul.006G087800.1,NA,NA,3.28751523031991e-11,NA,NA,NA,NA
Phvul.006G088600.1,NA,NA,4.50055459482468e-25,NA,5.9805396441026e-15,NA,NA
Phvul.006G088700.1,NA,NA,4.24400583306091e-27,NA,NA,NA,NA
Phvul.006G089300.1,NA,NA,5.99490526067069e-23,NA,2.03206032222572e-10,NA,NA
Phvul.006G090400.1,9.04478181428954e-5,NA,NA,NA,NA,NA,7.07209091778224e-21
Phvul.006G091400.1,NA,NA,0.00639811127862385,NA,NA,NA,NA
Phvul.006G091911.1,NA,NA,0.0134190842401416,NA,NA,NA,NA
Phvul.006G092100.1,NA,0.0108820673504087,3.08192234685603e-35,0.0427274933062718,6.78634363276608e-19,NA,NA
Phvul.006G094500.1,NA,0.0208292972141936,NA,NA,NA,NA,NA
Phvul.006G095000.3,NA,NA,5.27652544179355e-5,NA,0.0070602821508953,NA,NA
Phvul.006G096200.1,4.47814380091372e-4,NA,1.29898447058075e-4,NA,NA,NA,NA
Phvul.006G099800.1,NA,NA,NA,NA,0.00100313864494199,NA,NA
Phvul.006G100300.1,NA,NA,7.56702919029729e-12,NA,2.01952477000673e-7,NA,NA
Phvul.006G101700.1,3.47677018099061e-8,0.00638654279138916,NA,NA,3.91707725393455e-8,NA,2.98835441833079e-34
Phvul.006G102200.1,NA,NA,1.12424045657381e-28,NA,1.91338734031711e-13,NA,NA
Phvul.006G103300.1,NA,NA,2.29131415318402e-31,NA,NA,NA,NA
Phvul.006G103400.1,NA,NA,3.75240160434167e-6,NA,0.00351542823908126,NA,NA
Phvul.006G103800.1,NA,NA,NA,NA,NA,NA,0.00333761603851439
Phvul.006G104500.1,NA,NA,NA,NA,NA,NA,0.0456720706911577
Phvul.006G105200.1,NA,0.00256607806064507,NA,5.7824688648588e-5,NA,NA,NA
Phvul.006G105500.1,NA,NA,NA,NA,NA,NA,0.0387848818262178
Phvul.006G105900.1,NA,NA,0.00589632718294767,NA,0.0211826293687567,NA,NA
Phvul.006G106200.1,4.10274014093867e-4,NA,NA,NA,NA,NA,NA
Phvul.006G108700.1,NA,NA,2.16252407195058e-8,NA,NA,NA,NA
Phvul.006G108800.1,0.00453438363968864,3.17538251704213e-4,NA,NA,NA,NA,NA
Phvul.006G109000.1,0.0124267355428653,NA,NA,NA,NA,0.0179826280693579,0.0231971934946134
Phvul.006G109100.1,NA,NA,0.00726409921176834,NA,NA,NA,NA
Phvul.006G110400.1,NA,NA,NA,NA,0.0391107531868316,NA,NA
Phvul.006G111700.1,NA,NA,NA,NA,2.50479012773959e-5,NA,NA
Phvul.006G112600.1,NA,NA,7.46402308473112e-5,NA,0.00403971067591921,NA,NA
Phvul.006G113100.2,0.00846915985813383,NA,NA,NA,0.0440398807568127,1.81016711596306e-4,4.82262442923057e-5
Phvul.006G113300.1,NA,NA,1.66492762993297e-4,NA,0.00339792781022944,NA,NA
Phvul.006G114700.1,NA,NA,NA,NA,NA,NA,2.4082044040236e-4
Phvul.006G116100.1,0.0242561273629339,0.0438795527650294,NA,NA,NA,NA,1.60915109042882e-11
Phvul.006G116611.1,NA,NA,0.00204222712963233,NA,NA,0.00208007562738686,NA
Phvul.006G117000.1,NA,NA,2.28716673305362e-5,NA,0.02026978596463,NA,NA
Phvul.006G117300.1,NA,NA,6.46952942969896e-27,NA,4.4942118605067e-5,NA,2.15499194484466e-10
Phvul.006G119900.1,NA,NA,3.4908119937098e-4,NA,NA,NA,NA
Phvul.006G120800.1,4.13467261242154e-5,0.00112330967110308,NA,NA,NA,NA,8.90454525839507e-12
Phvul.006G121300.1,NA,NA,1.02860331762015e-11,NA,NA,1.9829087412746e-11,NA
Phvul.006G122100.2,NA,NA,3.07771640056114e-4,NA,0.0203159021408548,NA,NA
Phvul.006G122400.1,NA,NA,6.76477001958965e-7,NA,NA,NA,NA
Phvul.006G122900.1,NA,NA,9.57722443400064e-12,NA,6.93958330696899e-6,NA,NA
Phvul.006G123600.1,NA,0.00510495873573641,NA,NA,NA,NA,NA
Phvul.006G124000.1,NA,NA,NA,NA,NA,NA,0.00181580479071164
Phvul.006G124600.1,NA,0.0148301522591531,NA,NA,0.00107645637644494,NA,NA
Phvul.006G125800.1,7.19157077861351e-4,NA,NA,NA,NA,NA,NA
Phvul.006G127500.2,NA,0.0465523746430466,6.2404506498722e-22,NA,NA,NA,NA
Phvul.006G129800.1,8.47304450004512e-6,NA,4.75747864845373e-14,NA,NA,0.0241029604958923,0.00238602907812971
Phvul.006G129900.1,0.0356678603516254,NA,NA,NA,NA,NA,NA
Phvul.006G131500.1,NA,NA,1.92587666438351e-5,NA,0.00608630950186255,NA,NA
Phvul.006G134200.1,NA,NA,5.23589873591142e-7,NA,0.00672122634712342,NA,NA
Phvul.006G134700.2,NA,NA,NA,NA,1.63973131913013e-38,NA,3.96379189952385e-29
Phvul.006G139100.1,NA,0.0379431650899077,7.84054918970501e-53,NA,1.52125087629139e-13,NA,NA
Phvul.006G139700.1,NA,NA,3.26567372443693e-4,NA,1.01704451573155e-11,NA,NA
Phvul.006G140300.1,NA,NA,NA,NA,0.0349658989217282,NA,NA
Phvul.006G140400.1,NA,NA,0.00881518341435434,NA,0.0185388517230017,NA,NA
Phvul.006G141100.1,NA,NA,NA,NA,0.00251287163668695,NA,NA
Phvul.006G141700.1,NA,NA,NA,NA,NA,7.62887114392488e-6,NA
Phvul.006G142700.2,1.80899062973038e-9,7.42278907172208e-4,1.25672671549558e-53,NA,2.3327897122331e-19,NA,1.7133799122342e-16
Phvul.006G142900.1,NA,0.0169693596307939,8.21784025783638e-8,NA,1.14653065823299e-6,NA,NA
Phvul.006G147300.1,NA,NA,9.69641572725794e-4,NA,0.00756973237951994,NA,NA
Phvul.006G148200.1,3.30416079857505e-16,0.017712767263384,7.39333820266372e-16,NA,1.27786582221943e-11,NA,1.60659056062001e-19
Phvul.006G148600.1,NA,NA,1.20408188196247e-40,NA,NA,NA,NA
Phvul.006G148800.1,4.83494982302831e-8,0.0389191350065686,NA,NA,NA,NA,NA
Phvul.006G149200.1,NA,NA,5.86468620058865e-23,NA,NA,NA,NA
Phvul.006G149640.1,NA,NA,4.35383868051162e-17,NA,NA,NA,NA
Phvul.006G149700.1,NA,NA,1.19938402706929e-5,NA,NA,NA,NA
Phvul.006G150100.1,NA,0.0162403758002786,NA,NA,NA,NA,NA
Phvul.006G150900.1,NA,NA,7.75789959591069e-7,NA,1.89793364341805e-5,NA,NA
Phvul.006G151100.2,1.49506298680354e-11,NA,NA,NA,NA,NA,NA
Phvul.006G151701.1,NA,NA,0.0127051997079841,NA,0.00628129890981511,NA,NA
Phvul.006G151900.1,NA,NA,1.69095324726313e-32,NA,1.38909291752051e-11,NA,NA
Phvul.006G152100.2,NA,NA,3.48520755127821e-6,NA,0.00752647385262436,NA,NA
Phvul.006G152800.1,1.80899062973038e-9,0.00344868900263138,NA,NA,1.48066005197279e-41,NA,2.18413046505343e-20
Phvul.006G153000.1,6.56668543195176e-7,0.00186329668846772,NA,NA,7.872138323892e-26,NA,3.04060714116338e-26
Phvul.006G153100.1,NA,0.00835298432904324,NA,NA,2.94953347318717e-39,NA,NA
Phvul.006G153600.1,NA,NA,2.05971639078328e-9,NA,NA,NA,NA
Phvul.006G154200.1,NA,NA,9.59258687221047e-9,NA,NA,NA,NA
Phvul.006G154700.1,1.53317463775677e-4,NA,NA,NA,NA,NA,NA
Phvul.006G157000.1,NA,NA,NA,NA,5.98339286768543e-6,NA,NA
Phvul.006G161200.1,2.25355771068736e-14,NA,NA,NA,NA,NA,NA
Phvul.006G164800.1,NA,NA,0.00366519145185769,NA,NA,NA,NA
Phvul.006G165000.1,1.22773309153388e-6,3.01812962836326e-4,NA,NA,NA,NA,1.16590357534944e-32
Phvul.006G165100.1,NA,0.00925707935709666,NA,NA,NA,NA,NA
Phvul.006G165200.1,5.86864558479463e-6,NA,7.69941552796935e-5,NA,NA,0.0127390154865432,4.33688994549247e-4
Phvul.006G168190.1,1.18702769877988e-5,NA,NA,NA,NA,NA,4.66191449813046e-8
Phvul.006G168600.1,0.00967016096910311,0.0282252017699952,NA,NA,NA,NA,1.76848992317044e-5
Phvul.006G169300.1,NA,0.0321730966753404,NA,NA,NA,NA,NA
Phvul.006G169400.1,NA,NA,NA,NA,NA,2.13825318007702e-7,9.23975832699933e-5
Phvul.006G170200.1,NA,6.65032315288185e-4,NA,NA,NA,NA,1.59415224698717e-28
Phvul.006G171000.1,NA,0.0134184341542082,NA,NA,NA,NA,NA
Phvul.006G171700.1,NA,NA,2.14946972549008e-32,NA,NA,NA,NA
Phvul.006G173200.1,1.39859585329088e-4,NA,3.1245237733573e-41,NA,8.11470866349528e-22,NA,0.00212589531920537
Phvul.006G173600.1,NA,NA,NA,NA,0.0114354349130992,NA,5.69150040033042e-4
Phvul.006G173850.1,NA,NA,NA,NA,0.0338712561779207,NA,NA
Phvul.006G173900.2,1.11154759337354e-41,5.18165439469641e-5,NA,NA,NA,NA,9.06495460380698e-38
Phvul.006G174300.2,NA,0.0317844335492352,NA,NA,2.04779540244106e-4,NA,NA
Phvul.006G174600.1,NA,NA,1.11516035725494e-4,NA,0.0125145403538856,NA,NA
Phvul.006G175000.1,NA,NA,2.35455279195546e-5,NA,NA,NA,4.82424934407624e-4
Phvul.006G175100.1,0.0389774315308469,NA,NA,NA,0.0013467590370437,NA,NA
Phvul.006G175300.1,NA,NA,8.62577593944337e-10,NA,1.68191223331642e-6,NA,NA
Phvul.006G175400.1,NA,NA,1.22314528789878e-9,NA,2.01868932594558e-5,NA,NA
Phvul.006G175700.1,1.59232788322524e-14,NA,NA,NA,NA,1.34073626385884e-12,6.44552863459518e-30
Phvul.006G176400.2,2.81906332371646e-7,0.00257457727237551,NA,NA,NA,NA,5.18662619806543e-13
Phvul.006G176500.1,NA,NA,1.97741840695288e-18,NA,3.52735283376263e-10,NA,NA
Phvul.006G176600.1,7.99237380854675e-11,0.00144772188823663,9.64780906895296e-26,NA,4.38775361113306e-18,NA,9.18203079988213e-30
Phvul.006G177500.2,NA,NA,NA,NA,0.00136224180503444,NA,NA
Phvul.006G177600.1,1.31595667726696e-29,1.28449851430048e-7,NA,NA,NA,NA,2.54199541573597e-57
Phvul.006G178250.1,NA,2.34070609985056e-4,NA,NA,NA,NA,NA
Phvul.006G179800.1,1.20599129296769e-11,0.0106245755484713,NA,NA,NA,NA,2.17769995777186e-12
Phvul.006G180900.1,NA,6.78146595936211e-4,NA,NA,NA,NA,NA
Phvul.006G181500.1,NA,0.00429690500337969,NA,NA,NA,NA,NA
Phvul.006G182700.1,1.27885205426413e-4,NA,NA,NA,NA,NA,2.40246657017994e-8
Phvul.006G183900.1,0.0321138003414577,NA,0.00697093061369185,NA,NA,0.00625092727235898,NA
Phvul.006G184800.2,4.31512821625793e-6,NA,NA,NA,NA,NA,7.59902343857361e-6
Phvul.006G185000.1,1.31342054084567e-10,0.0113840990013503,4.4338363099753e-42,NA,1.24458133143996e-27,NA,1.02725128205326e-26
Phvul.006G185900.1,2.45494827041444e-9,0.00820967315697974,1.02990662054324e-27,NA,NA,NA,5.40109203578807e-11
Phvul.006G186600.1,NA,NA,NA,NA,0.044440194262717,NA,NA
Phvul.006G186700.1,NA,NA,NA,NA,1.55177205167706e-4,NA,0.0176113578631548
Phvul.006G187200.1,1.38742924784508e-8,NA,1.65022466229978e-27,NA,NA,NA,NA
Phvul.006G187500.1,2.06976301080501e-38,0.00329844168213858,NA,NA,NA,NA,1.32153612447395e-46
Phvul.006G187700.1,2.24763636960881e-5,0.0123075407091501,NA,NA,NA,NA,9.41599073705295e-27
Phvul.006G188400.1,1.86383342325461e-16,0.00709299186321731,NA,NA,NA,NA,8.84462699968544e-50
Phvul.006G189000.1,NA,6.51979725308447e-4,NA,NA,NA,NA,NA
Phvul.006G189400.1,NA,NA,7.91195229867409e-8,NA,0.0111118899497941,NA,NA
Phvul.006G189500.1,NA,NA,5.93762829404694e-8,NA,0.00165022868094167,NA,NA
Phvul.006G190400.1,1.889555678818e-13,3.29126134362875e-8,5.65674296597439e-52,NA,2.15090480895339e-37,NA,3.11906626873951e-53
Phvul.006G190500.1,NA,NA,1.05191529873452e-12,NA,NA,NA,NA
Phvul.006G191200.1,NA,NA,NA,NA,NA,NA,1.04011188300774e-6
Phvul.006G192400.1,NA,NA,1.60799859869296e-24,NA,NA,NA,NA
Phvul.006G192600.1,NA,0.0115138707089878,NA,NA,NA,NA,NA
Phvul.006G192700.1,1.53758772893964e-5,1.88998065704555e-6,NA,0.015256194727489,NA,NA,1.46667262138284e-14
Phvul.006G193800.1,NA,NA,NA,NA,NA,NA,0.00104354567131518
Phvul.006G194600.1,NA,0.0238751652786164,NA,NA,6.26594221364422e-8,NA,3.37761092680779e-6
Phvul.006G194900.1,NA,NA,NA,NA,NA,NA,2.64732641334338e-4
Phvul.006G195000.1,NA,NA,NA,NA,1.37428155177329e-6,NA,NA
Phvul.006G196200.2,NA,NA,2.54576762859734e-52,NA,1.70788936541683e-7,NA,NA
Phvul.006G196700.1,NA,NA,NA,NA,0.00670471922499496,NA,NA
Phvul.006G196900.1,NA,NA,4.09630113800501e-91,NA,NA,NA,NA
Phvul.006G197100.1,0.00427606448804235,NA,1.98948791500738e-6,NA,NA,NA,3.05906870423657e-4
Phvul.006G197500.1,NA,NA,NA,NA,NA,NA,0.0168470224743873
Phvul.006G198300.1,NA,0.0211282213438866,4.15602527144916e-44,NA,1.24153641646598e-5,NA,NA
Phvul.006G198400.1,NA,NA,NA,NA,0.0188605669425987,NA,0.0268758565674325
Phvul.006G199001.1,NA,NA,0.00723085946343227,NA,NA,NA,NA
Phvul.006G199300.1,NA,NA,NA,NA,0.00299808525847484,NA,NA
Phvul.006G200200.1,NA,0.0180510812844227,NA,NA,NA,NA,NA
Phvul.006G200350.1,NA,3.55154144545428e-4,NA,NA,NA,NA,NA
Phvul.006G200600.4,NA,NA,1.52913312170928e-18,NA,8.83805064281831e-5,NA,NA
Phvul.006G201100.1,4.22167622102545e-5,NA,NA,NA,NA,1.90290160391105e-5,NA
Phvul.006G201200.1,NA,NA,2.3112480377034e-50,NA,NA,NA,NA
Phvul.006G205300.1,1.58018351008592e-6,5.30318945876524e-5,NA,NA,NA,NA,3.30584191085826e-19
Phvul.006G205400.2,NA,NA,4.35262940727804e-33,NA,2.06184695194552e-5,NA,NA
Phvul.006G205500.1,NA,NA,NA,NA,1.82663537449525e-5,NA,NA
Phvul.006G207600.1,8.04187134107809e-4,0.0115138707089878,5.86353928624193e-29,NA,2.52395363186522e-24,NA,4.8943365468507e-23
Phvul.006G207700.1,3.38268119341237e-7,3.42239947058681e-6,NA,NA,NA,NA,4.08641395351401e-4
Phvul.006G207800.1,NA,2.0002116948544e-5,2.35354200897446e-37,0.00561533429433101,2.21283306532042e-20,NA,NA
Phvul.006G208000.1,NA,NA,2.7489302749062e-27,NA,NA,NA,NA
Phvul.006G208300.1,NA,NA,1.24726001425405e-22,NA,NA,NA,NA
Phvul.006G208500.1,1.84242088051851e-4,NA,3.67031670669566e-4,NA,4.6132614366532e-5,NA,NA
Phvul.006G208600.1,NA,0.00551937499158421,NA,NA,NA,NA,NA
Phvul.006G209500.1,NA,NA,1.26462532117756e-37,NA,0.0148969459633914,NA,3.6937252545856e-10
Phvul.006G210200.1,2.47464050758527e-9,1.33604852641081e-5,NA,NA,NA,NA,5.43172258959366e-14
Phvul.006G210300.1,1.61178227837514e-4,5.7203245647883e-5,NA,NA,0.00436435999840967,NA,5.24554922440073e-5
Phvul.006G210400.1,2.10323709624327e-10,0.00301308539531152,NA,NA,NA,NA,2.96039749072252e-17
Phvul.006G210900.1,0.00905351804680947,NA,NA,NA,NA,NA,NA
Phvul.006G210950.1,NA,NA,4.1295844911107e-30,NA,3.54109701842046e-4,NA,NA
Phvul.006G212500.1,NA,NA,3.1113102737046e-32,NA,9.12851305025535e-8,3.04118106987992e-6,NA
Phvul.006G212600.1,NA,NA,0.0266525767719565,NA,NA,NA,NA
Phvul.006G213200.1,NA,NA,2.88872272670638e-47,NA,NA,NA,NA
Phvul.006G217700.1,0.0143483413382817,NA,0.0437852731738239,NA,NA,NA,NA
Phvul.006G219100.1,NA,NA,0.0174956223783351,NA,NA,NA,NA
Phvul.007G002500.1,NA,0.0200513591974947,NA,NA,NA,NA,NA
Phvul.007G003100.1,NA,NA,6.25072253869954e-4,NA,0.0217393758035393,NA,NA
Phvul.007G003700.1,NA,NA,NA,NA,1.46485893413446e-4,NA,NA
Phvul.007G008900.2,NA,NA,6.15003150563747e-43,NA,NA,NA,NA
Phvul.007G011300.1,2.46647949162983e-15,0.0267718357796063,NA,NA,NA,NA,NA
Phvul.007G011400.1,NA,NA,1.69540014960448e-21,1.96572737882745e-4,5.38659457348895e-14,NA,NA
Phvul.007G013000.1,NA,NA,2.10005424208092e-8,NA,3.01941332006847e-5,NA,NA
Phvul.007G013100.1,0.0251173917022756,NA,NA,NA,NA,NA,NA
Phvul.007G013200.1,0.0341521212417258,NA,NA,NA,NA,NA,NA
Phvul.007G013900.1,NA,NA,NA,NA,NA,NA,9.9674785393338e-5
Phvul.007G016500.1,1.05762489896484e-4,1.39070212849338e-5,NA,NA,3.00516851463564e-26,NA,3.95842963116013e-6
Phvul.007G016600.1,NA,9.43491456614247e-4,NA,NA,NA,NA,NA
Phvul.007G018600.1,0.00331397231407118,0.0124585471362396,3.98550298129421e-59,NA,NA,NA,NA
Phvul.007G018700.1,NA,4.22821985005449e-4,NA,4.58697203284914e-9,0.00299252932439099,NA,NA
Phvul.007G019100.1,NA,0.0202615063574124,NA,NA,NA,NA,NA
Phvul.007G020800.1,5.03612345688157e-9,NA,2.19839074545377e-14,NA,NA,NA,3.10141468545046e-12
Phvul.007G020900.1,NA,NA,NA,NA,1.90127509840036e-4,NA,NA
Phvul.007G023400.2,NA,0.00499144172803856,NA,NA,NA,NA,9.30753712177778e-4
Phvul.007G023600.1,3.67630624235337e-4,NA,NA,NA,NA,NA,NA
Phvul.007G025700.1,0.00654875823280171,0.00229065784532142,NA,NA,NA,NA,3.33160454579618e-8
Phvul.007G026000.1,1.08028236734117e-12,NA,NA,NA,NA,NA,4.07709507439656e-20
Phvul.007G027800.1,NA,NA,4.55828032451482e-11,NA,NA,NA,NA
Phvul.007G028200.1,NA,NA,NA,NA,6.41863299162997e-11,NA,NA
Phvul.007G028300.1,NA,NA,7.94679185143083e-14,7.59107562499313e-9,9.06435355284797e-8,NA,NA
Phvul.007G029000.1,NA,NA,NA,NA,0.0169510237524619,NA,NA
Phvul.007G029800.1,7.26100159734469e-10,NA,NA,NA,NA,NA,NA
Phvul.007G030800.1,0.00945940894392742,NA,NA,NA,NA,0.0424537488313069,NA
Phvul.007G032266.1,NA,NA,NA,NA,7.71498364721237e-7,NA,NA
Phvul.007G032800.1,NA,0.00758860813383498,NA,NA,NA,NA,4.79548262011768e-8
Phvul.007G034600.1,NA,NA,NA,NA,NA,0.0252238506451785,NA
Phvul.007G034700.1,NA,NA,5.91588325291195e-86,NA,2.622368526688e-12,NA,NA
Phvul.007G035800.1,NA,0.0476602007578028,NA,NA,NA,NA,NA
Phvul.007G037300.1,NA,NA,0.0222603323864479,NA,NA,NA,NA
Phvul.007G038400.1,2.29759827348333e-6,NA,NA,NA,NA,NA,NA
Phvul.007G040400.1,NA,NA,NA,NA,6.27283520702815e-19,NA,NA
Phvul.007G040900.1,NA,NA,NA,NA,NA,NA,6.58483805277651e-8
Phvul.007G041000.1,NA,NA,NA,NA,NA,NA,2.59599474505592e-4
Phvul.007G041400.1,NA,NA,NA,NA,3.92694794483323e-21,NA,NA
Phvul.007G041600.1,1.76155610792496e-4,NA,NA,NA,NA,NA,0.00255365460064031
Phvul.007G043000.2,NA,NA,0.0279379250029848,NA,NA,NA,NA
Phvul.007G043100.1,NA,NA,5.36985598209706e-4,NA,0.00876776071155287,NA,NA
Phvul.007G045200.1,4.48172216384054e-16,4.78471830397406e-4,NA,NA,NA,NA,NA
Phvul.007G046400.1,NA,NA,NA,NA,NA,NA,4.4403846400372e-13
