GeneID,log2FC,padj,tabla_origen
Phvul.003G053502.1,1.78517658074483,3.15230944458176e-5,ev
Phvul.002G307900.1,1.77938931675169,6.74012084796311e-7,ev
Phvul.001G154700.1,1.7734174958975,3.40083788999567e-21,ev
Phvul.001G103600.1,1.77248650640446,8.92618190322662e-8,ev
Phvul.005G083400.1,1.76087943187941,2.41946511988579e-15,ev
Phvul.001G259000.1,1.75862526393386,2.88790000988655e-28,ev
Phvul.002G230300.3,1.758530207795,0.00719828273668134,ev
Phvul.008G008100.1,1.75559148933081,8.14044147015498e-8,ev
Phvul.001G263300.1,1.75345589748348,8.26463972214768e-6,ev
Phvul.003G247300.1,1.74992839886152,4.75178219982236e-4,ev
Phvul.011G201800.1,1.74120982722792,0.0225865629217644,ev
Phvul.L001732.1,1.74108928310083,1.56996347481912e-7,ev
Phvul.003G295900.1,1.73167254589767,1.82746415333955e-12,ev
Phvul.004G151500.1,1.72711486858627,4.24356816764466e-7,ev
Phvul.006G168600.1,1.72293063158905,0.00967016096910311,ev
Phvul.008G151139.1,1.71834289736726,0.011762454537599,ev
Phvul.003G219000.1,1.7177696909382,0.0476466580810552,ev
Phvul.007G081200.1,1.71739563635449,0.0308931849689139,ev
Phvul.004G107700.1,1.71276710361373,1.03096183309814e-8,ev
Phvul.002G060000.1,1.70527055846001,1.27534171255606e-8,ev
Phvul.002G218300.1,1.70430238436806,0.0034985508983923,ev
Phvul.007G212600.2,1.70050250103797,9.16098808108567e-4,ev
Phvul.005G109300.1,1.69308770431798,3.62808784869601e-27,ev
Phvul.008G228100.1,1.69265386878154,0.0179377902900594,ev
Phvul.006G187500.1,1.68872720929286,2.06976301080501e-38,ev
Phvul.006G085900.1,1.68241969209669,7.52495418726944e-10,ev
Phvul.007G106100.1,1.68198099393845,7.58000745592809e-24,ev
Phvul.001G225300.1,1.68080375187286,4.92754569311878e-24,ev
Phvul.003G064100.1,1.68031723662459,1.29267904856544e-10,ev
Phvul.006G080700.1,1.66791400287368,1.44181564021549e-5,ev
Phvul.004G094100.1,1.6621505896688,2.67167802797979e-6,ev
Phvul.010G050600.1,1.661208128801,0.00983400758681223,ev
Phvul.006G188400.1,1.65770621347572,1.86383342325461e-16,ev
Phvul.001G108101.1,1.6383275187591,2.60283226182253e-11,ev
Phvul.002G216400.1,1.63654751415397,2.18155653049022e-25,ev
Phvul.008G134000.1,1.63589732012225,0.0243381935941764,ev
Phvul.005G053900.1,1.63439434939078,7.6717176100732e-17,ev
Phvul.001G124800.1,1.62784905102896,2.42671344708934e-4,ev
Phvul.007G080400.1,1.62439229773472,0.012853842455641,ev
Phvul.003G248025.1,1.62191138142775,0.00500661043805847,ev
Phvul.009G178500.2,1.6197375887903,1.95545417248303e-21,ev
Phvul.008G175500.1,1.60905549848044,3.39131062241868e-7,ev
Phvul.003G064500.1,1.60663941123157,6.47232141194981e-4,ev
Phvul.002G171500.1,1.6062643144844,0.0482880755105114,ev
Phvul.003G210600.2,1.60272997509975,1.76210031224518e-18,ev
Phvul.009G066300.1,1.59439810158017,2.77935035093887e-4,ev
Phvul.002G302200.1,1.57990209297275,0.00155436991725369,ev
Phvul.002G306100.1,1.57635256286143,3.64422602120742e-25,ev
Phvul.009G152400.1,1.57551193372869,8.35955936298219e-4,ev
Phvul.001G084100.2,1.57432930049488,1.08196185718676e-4,ev
Phvul.011G099300.1,1.57130351452988,6.18451960927156e-4,ev
Phvul.002G110800.1,1.57080057653396,1.68490046067692e-17,ev
Phvul.003G109200.1,1.56543319066696,0.0084491908954618,ev
Phvul.007G174800.2,1.5519682543487,1.79616013070212e-5,ev
Phvul.001G114800.1,1.55106811420413,3.03890000735633e-20,ev
Phvul.003G109500.1,1.55035590682113,0.0236980581191973,ev
Phvul.007G013100.1,1.54992131859911,0.0251173917022756,ev
Phvul.002G019050.1,1.54540079469339,1.68492449823432e-6,ev
Phvul.009G152500.1,1.54164268869839,5.45133473007987e-4,ev
Phvul.001G177200.1,1.53859766805836,1.27161487854179e-22,ev
Phvul.002G241400.1,1.53701286359958,2.97678827320332e-23,ev
Phvul.008G213800.1,1.53184339808771,7.94882449446303e-5,ev
Phvul.006G085800.1,1.52910201404902,5.32033408367702e-19,ev
Phvul.003G109000.1,1.52828773373304,2.13137791588275e-14,ev
Phvul.003G012400.1,1.52820611822855,1.4356494829843e-5,ev
Phvul.001G114000.1,1.52681371837676,3.4690665292123e-6,ev
Phvul.005G179700.1,1.52625174727106,0.0233593139891177,ev
Phvul.009G166800.1,1.52611864418393,1.2686561225267e-29,ev
Phvul.011G016100.2,1.52431070816424,5.59120977296034e-6,ev
Phvul.001G059600.1,1.52299999365117,5.84256883012103e-4,ev
Phvul.010G009200.1,1.51913663170738,8.58847505686711e-12,ev
Phvul.003G162200.1,1.51398365899092,3.87371855775318e-7,ev
Phvul.001G111500.1,1.51385491033602,1.15576796663873e-5,ev
Phvul.004G080200.1,1.51032460180734,1.56838603460561e-6,ev
Phvul.003G109301.1,1.50602347791497,0.0318252646189739,ev
Phvul.001G183000.1,1.49612693191089,0.0331972074244414,ev
Phvul.003G151700.1,1.49457650339047,3.99537084805631e-5,ev
Phvul.005G176000.1,1.49155959315763,0.0390548381696962,ev
Phvul.003G012800.1,1.48711805765487,4.04584154679405e-11,ev
Phvul.008G115600.1,1.48604380289029,4.39656207798582e-20,ev
Phvul.007G102900.1,1.47912770455143,1.68392983433285e-21,ev
Phvul.006G142700.2,1.47759629036606,1.80899062973038e-9,ev
Phvul.001G160200.1,1.47728525779986,0.00258288643706316,ev
Phvul.006G175700.1,1.4737901399153,1.59232788322524e-14,ev
Phvul.011G127600.1,1.4705721724973,5.25414669975226e-8,ev
Phvul.002G148700.1,1.47020752347585,4.62021407409572e-8,ev
Phvul.002G170600.1,1.4692824852071,0.0242122499651611,ev
Phvul.007G041600.1,1.46796509297861,1.76155610792496e-4,ev
Phvul.003G045600.1,1.46695825544614,1.97814674607238e-10,ev
Phvul.002G209600.1,1.46682894567099,6.04595847905358e-10,ev
Phvul.005G008400.1,1.46653889651218,0.0225127903171292,ev
Phvul.003G079800.1,1.46348050297243,0.00158505969785091,ev
Phvul.006G179800.1,1.46340390727518,1.20599129296769e-11,ev
Phvul.009G080200.1,1.46332732132977,0.00157405336687798,ev
Phvul.003G147200.1,1.46284123051065,1.34263192288652e-12,ev
Phvul.005G004400.1,1.46235260000171,2.53021627995674e-9,ev
Phvul.001G246300.1,1.46031241963895,1.6576913205263e-7,ev
Phvul.002G050700.1,1.455516162605,0.0366887514603653,ev
Phvul.008G012000.1,1.45197758159848,1.43171289791282e-4,ev
Phvul.001G145600.1,1.44999506022248,5.77693835026234e-7,ev
Phvul.L001640.1,1.44783479929747,0.00702213668584041,ev
Phvul.007G228500.1,1.44782794323962,0.0317555364759825,ev
Phvul.003G165200.1,1.44522251932117,1.46900379958402e-17,ev
Phvul.001G083800.5,1.44516536294492,4.81683668896894e-13,ev
Phvul.002G117700.1,1.4438865284493,2.96423587874365e-23,ev
Phvul.004G021200.1,1.44355408377684,2.08681077016703e-4,ev
Phvul.009G171600.1,1.44316720582212,2.07339597017623e-6,ev
Phvul.008G089400.1,1.44250932797248,0.0109914610171006,ev
Phvul.L001540.1,1.43894654685947,0.0295658213710504,ev
Phvul.005G036900.1,1.43876544144113,3.23597755987535e-21,ev
Phvul.002G235700.1,1.43856224354913,9.66410697150878e-13,ev
Phvul.006G210400.1,1.43853767309366,2.10323709624327e-10,ev
Phvul.002G046800.1,1.43212069715414,1.24812932698172e-10,ev
Phvul.007G228400.1,1.43069800327348,0.0276784568984069,ev
Phvul.010G128700.1,1.42858559692792,0.020341649671398,ev
Phvul.003G173100.1,1.42839779043142,4.51542989949839e-21,ev
Phvul.006G187200.1,1.42364280483661,1.38742924784508e-8,ev
Phvul.008G184800.1,1.42349013635114,4.81683668896894e-13,ev
Phvul.004G118200.1,1.41956880696716,2.96588122618611e-6,ev
Phvul.005G065100.1,1.41889562589721,0.00797895252396674,ev
Phvul.001G185301.1,1.41860364199569,0.00190839559349614,ev
Phvul.003G274700.1,1.41566409695517,1.42498667522222e-12,ev
Phvul.009G186300.1,1.41349570726997,5.12228199395232e-22,ev
Phvul.003G271400.1,1.41220072690709,1.78698232354111e-5,ev
Phvul.007G214200.1,1.41181054432418,1.76707725344648e-6,ev
Phvul.010G114900.1,1.40972478594422,4.61512612296207e-7,ev
Phvul.004G077400.1,1.40693205225769,0.013480997599197,ev
Phvul.009G067800.1,1.4057414647547,8.13760547586302e-9,ev
Phvul.007G081600.1,1.40496586471923,2.5024048987377e-6,ev
Phvul.009G022200.1,1.39578652657492,2.49770566584117e-4,ev
Phvul.003G233400.1,1.39516235670925,6.66786413066186e-8,ev
Phvul.005G176100.2,1.39424040989345,1.92449628651961e-13,ev
Phvul.007G082000.1,1.39367602138702,1.22773309153388e-6,ev
Phvul.007G067800.1,1.39019317383821,4.30369021898349e-13,ev
Phvul.008G218800.1,1.38930313620062,5.66574846553048e-6,ev
Phvul.006G079600.1,1.38812019419475,0.0388999462394853,ev
Phvul.009G187800.1,1.38440610936894,4.14642238436913e-11,ev
Phvul.008G220400.1,1.37947397627401,3.1671908197571e-7,ev
Phvul.005G015800.1,1.37904107165012,4.09487774790144e-18,ev
Phvul.004G025000.2,1.37897397652095,1.32234409288734e-8,ev
Phvul.005G092218.1,1.37301659190265,0.0227231895326534,ev
Phvul.010G150100.1,1.37291294366194,4.74674752574509e-4,ev
Phvul.003G109603.1,1.37169436338311,0.0420887200633493,ev
Phvul.001G059700.2,1.36927696754807,1.38170217149195e-18,ev
Phvul.008G237000.1,1.36799567289245,0.00349004648189202,ev
Phvul.008G289200.2,1.36761471242925,3.85255002814441e-4,ev
Phvul.007G067500.1,1.36680479310092,0.00395392820265963,ev
Phvul.010G148700.1,1.36671261602036,1.15297693234064e-6,ev
Phvul.009G134700.1,1.36335765521586,1.51772904753254e-37,ev
Phvul.005G103900.1,1.36329522427396,1.02219689947924e-8,ev
Phvul.002G263100.1,1.36291930072692,2.55537416544823e-27,ev
Phvul.003G122400.1,1.36278998873999,1.03606454008538e-4,ev
Phvul.005G179600.1,1.36038677682591,6.01427124177215e-7,ev
Phvul.001G165700.1,1.35817149105514,0.00908723963676777,ev
Phvul.001G185200.1,1.35097437292414,2.10323709624327e-10,ev
Phvul.010G093500.2,1.35053686277332,5.23709595263918e-16,ev
Phvul.009G198400.1,1.34576310742135,9.50012369448416e-4,ev
Phvul.001G039200.1,1.34040732965592,0.0196110032092729,ev
Phvul.008G095600.1,1.33773287124798,4.46660801730469e-5,ev
Phvul.008G181900.1,1.33670379711261,4.50317512171623e-11,ev
Phvul.001G088200.2,1.33628611752203,6.10431173535122e-11,ev
Phvul.008G249500.1,1.33564309732943,0.00126685718984204,ev
Phvul.009G101800.1,1.33435921450837,2.21482607486874e-16,ev
Phvul.004G135000.1,1.33250519819129,0.0417285404122694,ev
Phvul.003G124600.1,1.33150279783008,1.8561361926591e-10,ev
Phvul.006G185000.1,1.32709566663006,1.31342054084567e-10,ev
Phvul.003G158300.1,1.32699278619324,1.34351976044348e-8,ev
Phvul.010G078180.1,1.32563149117998,1.84892653842554e-6,ev
Phvul.009G052900.1,1.32562641964805,3.37525989065219e-19,ev
Phvul.002G278112.1,1.32550162596534,0.0329265118263407,ev
Phvul.002G209400.1,1.32135812465729,3.01903264195404e-4,ev
Phvul.004G085676.1,1.31794266098754,0.00650349753279213,ev
Phvul.007G016500.1,1.31664386468217,1.05762489896484e-4,ev
Phvul.008G023400.1,1.31565729795879,0.00804578497951117,ev
Phvul.007G254400.1,1.31362056484529,0.0038191949803658,ev
Phvul.003G133100.1,1.31348639686711,2.94062194146748e-13,ev
Phvul.006G120800.1,1.30824845658499,4.13467261242154e-5,ev
Phvul.L002281.1,1.30809835565841,0.0278034219141781,ev
Phvul.010G091000.1,1.30753316281536,1.37225730318755e-15,ev
Phvul.002G238400.1,1.30699188626542,1.68002216808451e-9,ev
Phvul.003G224800.1,1.30668339487244,0.039770764338839,ev
Phvul.006G185900.1,1.30555847896066,2.45494827041444e-9,ev
Phvul.009G101600.1,1.30418778196137,0.00279347945370647,ev
Phvul.001G112200.1,1.30263333425236,5.83593954645457e-9,ev
Phvul.001G206800.1,1.3022898418293,8.3681740584016e-15,ev
Phvul.006G165000.1,1.30149143558346,1.22773309153388e-6,ev
Phvul.010G154100.1,1.29957275872417,1.11928797350729e-7,ev
Phvul.011G110200.1,1.29955261038104,0.0168562461832042,ev
Phvul.008G043100.1,1.29808770064834,7.92165220894687e-6,ev
Phvul.007G211900.1,1.29379768929121,2.07144529669276e-10,ev
Phvul.001G205400.1,1.29278712388632,0.0142222974675344,ev
Phvul.001G100200.1,1.29273296189032,6.85448945589733e-16,ev
Phvul.007G075400.1,1.29233546568307,9.90343108467032e-7,ev
Phvul.008G194600.1,1.29032692410781,2.89680516468543e-8,ev
Phvul.001G066800.1,1.28979092493792,0.00131005304934173,ev
Phvul.006G003300.1,1.28813829298811,0.00522043244861189,ev
Phvul.009G215600.1,1.28615561879762,2.0157643163017e-10,ev
Phvul.002G275200.1,1.28513515042036,0.0123663660235627,ev
Phvul.L000924.1,1.28476892222742,0.00515575943077343,ev
Phvul.003G203400.1,1.2843485832429,0.00791137363584349,ev
Phvul.009G243000.1,1.28341308636408,1.14308155808749e-16,ev
Phvul.001G261800.2,1.28247450305925,1.86239529977363e-20,ev
Phvul.002G155300.2,1.28227621422803,7.7640103893801e-11,ev
Phvul.002G174500.1,1.27864786612197,1.33966268086111e-6,ev
Phvul.007G217800.1,1.27792843272875,1.62024409936873e-22,ev
Phvul.008G282600.1,1.27733822847812,0.00852410197643415,ev
Phvul.001G229700.1,1.27660547328821,1.38693359740684e-5,ev
Phvul.006G055200.1,1.27408488793661,1.21496033410628e-13,ev
Phvul.006G175100.1,1.27357071757784,0.0389774315308469,ev
Phvul.002G315700.1,1.27087590892957,5.13712894134885e-8,ev
Phvul.001G079500.1,1.26957209048102,0.0325126532518593,ev
Phvul.002G303500.1,1.2694298878517,3.98431028056323e-5,ev
Phvul.001G112500.1,1.26765271404434,8.33583011855029e-4,ev
Phvul.003G224550.1,1.2674956776227,0.0316965299184346,ev
Phvul.010G123400.1,1.26478319037497,2.93314525634746e-4,ev
Phvul.003G140426.1,1.26361458189411,4.92635418013263e-5,ev
Phvul.006G090400.1,1.26071044012978,9.04478181428954e-5,ev
Phvul.001G234600.1,1.25841422424873,4.01540732398775e-7,ev
Phvul.004G024400.1,1.25782902140765,1.68604912473476e-5,ev
Phvul.009G066920.1,1.25654341659993,1.35199259790136e-7,ev
Phvul.011G189900.1,1.25501580177756,4.55792215379723e-7,ev
Phvul.010G005900.1,1.25483150261993,3.847792536144e-5,ev
Phvul.001G109200.1,1.25276817641538,2.98794342331791e-11,ev
Phvul.002G256900.1,1.25275789966723,0.00945244390983963,ev
Phvul.008G266700.1,1.24754989677613,9.76423436049126e-4,ev
Phvul.008G045100.1,1.24738073183545,1.67927472483591e-12,ev
Phvul.002G108600.1,1.2451274125836,1.73559962553225e-10,ev
Phvul.010G008800.1,1.24501237838633,5.98951032448482e-6,ev
Phvul.003G123900.1,1.24422134834039,6.66420468020817e-11,ev
Phvul.008G095400.1,1.23628384622041,5.49691723659834e-25,ev
Phvul.001G183300.1,1.23450938229751,1.19743744890658e-6,ev
Phvul.001G135700.1,1.23440065398925,0.0266047793621671,ev
Phvul.008G055100.1,1.23299738313147,1.15424518165655e-4,ev
Phvul.004G136500.1,1.22902070509197,1.27011110484546e-11,ev
Phvul.003G284800.2,1.22797199619892,2.77883409243531e-22,ev
Phvul.003G082500.1,1.22171765271966,0.011121190984191,ev
Phvul.006G177600.1,1.22024770875916,1.31595667726696e-29,ev
Phvul.003G214900.2,1.21864009117732,2.12435469909973e-10,ev
Phvul.011G128200.1,1.21802737505308,2.73595297689831e-11,ev
Phvul.007G134700.1,1.21792312507791,1.7458579664255e-4,ev
Phvul.006G207600.1,1.21395267235182,8.04187134107809e-4,ev
Phvul.005G007100.1,1.21392853049855,2.25777885827584e-4,ev
Phvul.009G221900.1,1.21129841170531,2.63217164992285e-7,ev
Phvul.007G220200.1,1.21106329496874,2.82814872139816e-6,ev
Phvul.011G071000.1,1.20996000304313,1.48863892279984e-4,ev
Phvul.005G132600.1,1.20909183951826,2.11017933371853e-4,ev
Phvul.002G256200.1,1.20749276771474,0.00734250694787027,ev
Phvul.011G110800.1,1.20738156907107,2.18824237614162e-14,ev
Phvul.008G089200.1,1.20687078776646,0.00131142236142734,ev
Phvul.007G047700.1,1.20582264134031,4.96359575340883e-8,ev
Phvul.008G034000.1,1.20387523605038,2.67848283187265e-6,ev
Phvul.004G158400.1,1.20236072217119,2.11410935143223e-4,ev
Phvul.011G114400.3,1.20138843391249,3.29759613973696e-9,ev
Phvul.004G121100.1,1.20101047035904,2.20593515574234e-9,ev
Phvul.007G272100.1,1.20045417225835,0.00398875680784019,ev
Phvul.002G064500.2,1.20037712689387,0.020156223027224,ev
Phvul.002G068500.2,1.19897009604771,0.00451675922885826,ev
Phvul.007G268300.1,1.19885751375688,0.00195138231899294,ev
Phvul.007G197500.1,1.19824152036982,1.59582362458013e-18,ev
Phvul.003G138200.1,1.19777193529188,4.21098309024354e-6,ev
Phvul.005G159400.1,1.19413990302455,0.0311227470855534,ev
Phvul.002G140000.1,1.193812039707,1.60197697644147e-21,ev
Phvul.005G172900.1,1.19372982428853,0.0138913626387465,ev
Phvul.007G018600.1,1.19188890000308,0.00331397231407118,ev
Phvul.011G008600.1,1.18918601049812,2.8317541339756302e-11,ev
Phvul.004G044132.1,1.18796013100813,0.00366969525540214,ev
Phvul.002G084300.2,1.18769661865057,1.12648209588623e-13,ev
Phvul.009G026400.2,1.18244010661177,0.0370710880544718,ev
