GeneID,log2FC_dat_ev,padj_dat_ev,log2FC_dat_rna,padj_dat_rna,log2FC_dat_ox,padj_dat_ox,log2FC_dat_rna_lp,padj_dat_rna_lp,log2FC_dat_ox_lp,padj_dat_ox_lp,log2FC_dat_rna_op,padj_dat_rna_op,log2FC_dat_ox_op,padj_dat_ox_op
Phvul.003G012600.1,2.2448718384843,1.69553474035996e-5,4.92096372825575,6.60330573919808e-5,NA,NA,NA,NA,2.20515987131293,1.05532799727233e-16,NA,NA,3.8603618863168,3.04886913700175e-8
Phvul.002G062000.1,2.22864023892399,3.41814471062947e-5,3.47966998566205,9.93876205015074e-5,NA,NA,NA,NA,NA,NA,NA,NA,1.88942381673788,2.05978411455832e-4
Phvul.010G067200.1,2.21232112597139,1.20801109898741e-17,1.87249503390624,9.50247630223437e-9,NA,NA,NA,NA,NA,NA,NA,NA,1.86385686433766,2.06941797969088e-39
Phvul.004G047900.1,2.20463419568302,1.04563591959788e-31,2.74049952146832,0.00790731592927035,2.26890143561548,3.88356521842989e-105,NA,NA,2.07913641952124,1.10932504306973e-47,NA,NA,2.0287126573837,1.7534234659167e-37
Phvul.011G136915.1,2.19576621525597,0.0374221514043316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phvul.009G156300.1,2.19092674966892,2.47870152934991e-6,3.72339502826384,0.0172902832496359,1.56653617581449,1.16422086052879e-23,NA,NA,2.35825484146561,7.6069840169309e-31,NA,NA,3.00202767149127,1.61160057604979e-20
Phvul.002G112600.1,2.1866432627381,4.84910502067602e-8,1.47026710233018,0.0355857763406068,NA,NA,NA,NA,NA,NA,NA,NA,2.01810078420289,2.89632039612853e-14
Phvul.004G068400.1,2.17585389864812,6.32191691966011e-47,1.66227429443285,0.00341271761198966,1.24705263764631,3.45212572428486e-50,NA,NA,NA,NA,NA,NA,1.27318151482232,4.64174386090468e-29
Phvul.005G061900.1,2.16858113534837,0.00191003087641047,NA,NA,-1.33934315366794,0.00847608776937547,NA,NA,NA,NA,NA,NA,2.46409237881324,4.80642517882939e-8
Phvul.002G254600.1,2.16084978961766,1.19082726120185e-32,2.30541923356102,1.51697015849053e-6,NA,NA,NA,NA,NA,NA,NA,NA,2.98028471294126,5.91339526391079e-99
Phvul.009G075100.1,2.15051262571362,2.04004094529753e-6,3.02910879698576,9.60165662557398e-6,NA,NA,NA,NA,NA,NA,NA,NA,2.38502467323076,6.15303914032558e-8
Phvul.009G225800.1,2.14589177042234,5.98951032448482e-6,NA,NA,NA,NA,NA,NA,-2.43154965219685,7.89257812779888e-12,2.13220134001495,2.73157601903553e-7,NA,NA
Phvul.001G258200.2,2.14481972394426,2.49608687998083e-4,NA,NA,2.89233900144842,3.42956592162371e-5,NA,NA,NA,NA,-2.91239615872649,5.26014713183304e-9,NA,NA
Phvul.001G039700.1,2.14427623563285,2.25200909366944e-22,2.17177288364871,2.88456969960147e-5,2.34385533359578,6.57212691154006e-56,NA,NA,1.11871216833735,1.54034595597784e-5,-1.16431677127687,9.11317964679952e-8,NA,NA
Phvul.003G269000.1,2.13190655244479,0.013797605974589299,NA,NA,NA,NA,NA,NA,-1.69598344596877,0.0489690656558319,NA,NA,NA,NA
Phvul.008G167875.1,2.13043033364792,0.00146815132698633,NA,NA,1.35182438838993,0.00487876186561548,NA,NA,NA,NA,NA,NA,NA,NA
Phvul.009G058900.1,2.12439943564797,1.21033783507645e-42,2.06357162477272,8.67722834478391e-5,NA,NA,NA,NA,NA,NA,NA,NA,2.05003705850808,4.60038306098956e-78
Phvul.002G112800.1,2.10988648804218,1.14096813992116e-18,1.63726375721931,7.81493849247487e-9,NA,NA,NA,NA,NA,NA,NA,NA,1.44132734545981,1.38375773934901e-40
Phvul.006G207700.1,2.10414884540364,3.38268119341237e-7,3.12143732794732,3.42239947058681e-6,NA,NA,NA,NA,NA,NA,NA,NA,1.01662076487791,4.08641395351401e-4
Phvul.008G043400.1,2.09373426844781,1.55522777393917e-4,1.66954352066953,0.00922838637576812,NA,NA,NA,NA,NA,NA,NA,NA,1.27347119393808,0.0294828726324035
Phvul.011G050000.1,2.08181752796583,6.32370231983697e-14,NA,NA,NA,NA,NA,NA,-1.04425363962561,2.3284415992191e-5,1.55160905311381,2.75755033600192e-14,1.41181810444916,1.81655249384812e-16
Phvul.001G039800.1,2.07631280860775,2.14772171960032e-8,3.69012182017058,3.99808767347055e-6,2.45339775441197,3.9721149714024e-10,NA,NA,1.41227940678529,3.1270775691942e-4,-2.80597413052173,6.91752001690532e-10,1.04742451669425,2.35873182451872e-5
Phvul.006G190400.1,2.0728342237333,1.889555678818e-13,3.39456567752508,3.29126134362875e-8,1.53269231292173,5.65674296597439e-52,NA,NA,2.23530202648042,2.15090480895339e-37,NA,NA,2.79079273154764,3.11906626873951e-53
Phvul.002G273100.1,2.06705557897538,1.15576796663873e-5,2.59492028876966,2.73051757914092e-4,NA,NA,NA,NA,NA,NA,NA,NA,2.65548582607752,4.14816464734144e-12
Phvul.002G025900.1,2.06056380919204,8.93686273736891e-11,4.1322153597735,1.83729682530607e-5,1.04153118727267,6.41200441948191e-17,1.83787445241137,0.0292321527637138,NA,NA,NA,NA,1.85133411522299,1.03895742178183e-28
Phvul.009G137900.1,2.05693201133842,9.77557518612187e-8,2.42001414189873,8.97174726118483e-6,NA,NA,NA,NA,1.26088911433936,6.91132142345034e-8,NA,NA,2.9566287388105,1.50547039819974e-11
Phvul.001G248400.1,2.04573124151152,4.85602400994216e-14,2.14822033030173,3.68246461248587e-13,NA,NA,1.03219903568167,0.00334479009390972,NA,NA,NA,NA,2.01232397951116,1.35347935379334e-31
Phvul.005G054000.1,2.04498007548644,5.04934867484246e-8,NA,NA,1.83889451346953,2.0138913720785e-61,NA,NA,1.01581759830387,1.17048669928393e-11,NA,NA,1.23617812140037,2.09425742942268e-4
Phvul.002G170200.1,2.0424101479253,9.09271002208122e-28,1.82566032086536,4.91838016576954e-4,NA,NA,NA,NA,NA,NA,NA,NA,1.84124266631792,1.02751610361577e-36
Phvul.003G163400.1,2.03988155572763,9.35389572051452e-9,2.15542162051825,7.07977681025281e-7,1.32842657156186,4.14719069137304e-4,NA,NA,1.33351045287533,3.63409411307636e-4,NA,NA,2.06234907634176,1.57660440409629e-19
Phvul.003G154800.1,2.03953609992272,5.63246207865366e-6,3.2147665553513,0.0116699672119701,2.27550575123916,9.55117530235956e-9,NA,NA,1.19377213481087,0.00660993519790993,-2.52468455107263,0.0341989131067582,NA,NA
Phvul.002G231700.1,2.03906580916586,0.0262962625024036,4.31312057650061,0.00158534589487152,2.25425892302584,6.06756696825843e-8,NA,NA,NA,NA,-3.77804184128636,2.00928132310426e-4,NA,NA
Phvul.003G238700.1,2.03343087263824,2.29769423288846e-9,2.71360945944788,8.93430000910001e-7,1.8524475709959,6.69422631847749e-10,NA,NA,1.07705999184356,0.00443376032780119,NA,NA,1.27756960216115,9.89295840368663e-11
Phvul.007G011300.1,2.03288934525414,2.46647949162983e-15,1.47720475656817,0.0267718357796063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phvul.011G147800.1,2.03167070430311,2.64476061030191e-8,1.65622484853592,0.00140346957390355,NA,NA,NA,NA,NA,NA,NA,NA,1.64194656679858,4.07798935716003e-69
Phvul.008G098500.1,2.03117638124736,7.45794911370143e-9,2.25928505808414,0.0414491632665996,NA,NA,NA,NA,NA,NA,NA,NA,2.40629126405386,9.34607973954628e-9
Phvul.009G075500.1,2.03066867790934,1.4144818821894e-8,2.30206082897407,3.09885538641059e-5,NA,NA,NA,NA,1.01485497776248,0.00162118280595672,NA,NA,2.3971825405458,8.80766345356106e-43
Phvul.006G060700.1,2.02855314850192,3.5373936894939e-5,2.06842244045774,0.0404945925812201,NA,NA,NA,NA,-1.20352522372939,0.00813244413540932,NA,NA,1.7092396640208,2.21192077746697e-13
Phvul.007G050400.1,2.0225536444131,1.18809222162095e-5,2.53346503311396,4.89142661033026e-4,2.01800114026431,1.37090232499636e-38,NA,NA,1.37628408899466,2.41656520729578e-5,NA,NA,1.40441187372291,1.18128265981431e-5
Phvul.010G122500.1,2.01276648273262,1.04595571928527e-4,3.14565414433509,1.00492699149196e-5,2.13992702544269,6.73569900102073e-8,NA,NA,2.33123501427362,2.29464050459203e-11,NA,NA,2.2185291895226,6.20603397918076e-9
Phvul.006G173900.2,2.00625686859467,1.11154759337354e-41,1.61851344726188,5.18165439469641e-5,NA,NA,NA,NA,NA,NA,NA,NA,1.62532180835496,9.06495460380698e-38
Phvul.010G078000.1,2.00483976498327,3.72762527172824e-8,1.8757773867083,0.00293493934317262,NA,NA,NA,NA,NA,NA,NA,NA,2.36997821833302,1.63079618111493e-26
Phvul.003G252500.1,1.98737775358829,3.19542951035211e-4,3.19380016897958,3.38416613202505e-6,4.0212735538349,1.69414715555722e-84,NA,NA,3.81332917291879,2.60932161450566e-44,NA,NA,1.79035243138341,2.07373667592695e-4
Phvul.001G091000.1,1.98548620199784,5.40441709747429e-12,2.31589302378712,6.57397514856419e-17,NA,NA,NA,NA,NA,NA,NA,NA,1.6010258829708,3.59866261941134e-45
Phvul.001G029100.1,1.97878250933163,1.58670115102645e-16,1.27607860267284,9.47037500123007e-4,NA,NA,NA,NA,NA,NA,NA,NA,1.22712554649736,6.30514644440542e-12
Phvul.001G209600.1,1.97607944628714,8.18389319942031e-6,2.05363578329544,1.09030204213564e-6,1.45188110230194,4.98869258305183e-39,NA,NA,NA,NA,NA,NA,1.15807864814818,1.08198922584238e-14
Phvul.004G092100.1,1.973904750728,5.32615507197374e-8,2.23374258132846,8.36707592559407e-4,NA,NA,NA,NA,1.29108167626346,2.3314725860341e-11,NA,NA,2.48750939374249,2.24662553330478e-8
Phvul.011G197800.1,1.95913815133285,0.00441173383263464,NA,NA,NA,NA,NA,NA,-2.08972173191506,0.00206944761068063,NA,NA,NA,NA
Phvul.010G085100.1,1.95298003048805,0.0017553148331941,NA,NA,1.16865803567796,0.00499573763434002,NA,NA,1.40561506587618,0.00509541546551616,NA,NA,NA,NA
Phvul.004G174800.1,1.94461780151718,3.88527719944855e-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31072953710026,1.131440333704e-24
Phvul.008G113700.1,1.93901254828541,2.40283759341543e-13,3.16309830484174,0.00858346318321432,NA,NA,NA,NA,1.28394656920821,2.68126967506962e-10,NA,NA,2.44725046859913,7.76513613969458e-54
Phvul.011G212050.1,1.93214648406459,4.99189336122093e-13,1.14618832032576,0.0122713681489444,NA,NA,NA,NA,NA,NA,NA,NA,1.54802747367897,1.4098147393311e-13
Phvul.006G210300.1,1.93028708339686,1.61178227837514e-4,2.40268535171513,5.7203245647883e-5,NA,NA,NA,NA,1.06971423908439,0.00436435999840967,NA,NA,2.05489790134081,5.24554922440073e-5
Phvul.011G080500.1,1.9155418270743,0.00190839559349614,4.79125523445208,5.32662320921245e-4,1.88346429699161,1.07792189194759e-49,NA,NA,2.77001748026346,9.41366478877892e-12,NA,NA,2.81396316202602,3.18059210952792e-30
Phvul.006G176600.1,1.90947912261555,7.99237380854675e-11,2.34403405594276,0.00144772188823663,1.26588275862961,9.64780906895296e-26,NA,NA,1.65258649369546,4.38775361113306e-18,NA,NA,2.31113382207189,9.18203079988213e-30
Phvul.003G228000.1,1.90381447754354,4.81630935637449e-5,3.54690136450416,0.00248384220515291,1.96355190363668,8.33727476753567e-54,NA,NA,2.24649145910586,3.85329373153963e-48,NA,NA,2.2004775159455,3.51956576326127e-4
Phvul.004G069000.1,1.90276426514594,2.54684788960337e-7,2.23690490244823,3.30903820536991e-4,NA,NA,NA,NA,1.18138516589242,1.20286994225038e-5,NA,NA,2.30226133629213,1.67019410512929e-27
Phvul.007G127800.1,1.89912889059118,8.76970478322952e-20,1.55897792047233,0.00215851935537455,NA,NA,NA,NA,NA,NA,NA,NA,1.20383600589548,1.4958882653755e-18
Phvul.011G033800.1,1.89739039542355,3.271828619236e-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07637447127981,5.35305850961809e-23
Phvul.011G189200.1,1.89277154003013,8.32328580245612e-8,1.33082632564414,0.00737627488297754,NA,NA,NA,NA,NA,NA,NA,NA,1.39337251903111,6.06281307385281e-11
Phvul.006G173200.1,1.89128355567185,1.39859585329088e-4,NA,NA,-3.95549765386943,3.1245237733573e-41,NA,NA,-4.83278960585892,8.11470866349528e-22,NA,NA,1.00813382587221,0.00212589531920537
Phvul.010G099400.3,1.88132823908386,0.0021533291124195,2.4636042656444,1.69107207139507e-5,1.28524663223533,9.10413370848096e-6,NA,NA,NA,NA,NA,NA,1.52301569431755,0.00106290623209694
Phvul.001G021400.1,1.88115954265965,5.1930110952719e-4,3.14192064366783,4.3174381244676e-4,1.09609972820637,0.00913400373643599,2.87862022796227,0.00476343997046511,NA,NA,1.63961960597033,0.00551566534101844,NA,NA
Phvul.001G064000.1,1.88010002178822,2.67451045714297e-68,2.04225571664883,5.14628961269139e-7,NA,NA,1.04688999485724,6.31762652100295e-4,NA,NA,NA,NA,1.94936416441757,4.72374823293865e-104
Phvul.010G025800.1,1.87922625957773,0.00291074651315707,2.86829982302457,1.89964050424052e-4,1.32002492989586,4.14843522055877e-5,NA,NA,1.06324985205006,0.0352461394899565,NA,NA,1.64044604465686,4.49688764515326e-4
Phvul.002G231500.1,1.87622707232449,2.00109258496551e-4,3.46746517377037,5.5040729197467e-6,2.12947590131841,2.53436896346062e-8,NA,NA,NA,NA,-3.2029441398717,1.1496496073291e-17,NA,NA
Phvul.010G151500.1,1.87476872362636,5.63246207865366e-6,2.62979096370301,3.01879380534599e-5,NA,NA,NA,NA,NA,NA,-1.49517664283429,1.58331519887347e-7,NA,NA
Phvul.007G241800.1,1.87091224788693,2.24174148729842e-9,1.29137280412205,5.96423582994415e-6,NA,NA,NA,NA,NA,NA,1.09970106359363,9.87901022441417e-4,NA,NA
Phvul.003G217200.1,1.86737504422295,2.83162092763359e-4,3.25016999751973,0.0103484087574009,NA,NA,NA,NA,1.00047511192876,0.00548345830751202,NA,NA,2.91403584532696,8.74044054407126e-27
Phvul.005G111000.1,1.86316016897129,1.5568794295276e-6,1.60288862304024,0.0152739006606218,NA,NA,NA,NA,NA,NA,NA,NA,1.51758887729679,1.19091620622328e-5
