GeneID,log2FC_dat_ev,log2FC_dat_rna,log2FC_dat_ox,log2FC_dat_rna_lp,log2FC_dat_ox_lp,log2FC_dat_rna_op,log2FC_dat_ox_op
Phvul.006G000300.1,NA,NA,NA,NA,NA,-1.19436338727633,NA
Phvul.006G001000.2,NA,NA,1.98145926654298,NA,NA,NA,NA
Phvul.006G001200.1,NA,NA,1.12368073853571,NA,NA,NA,NA
Phvul.006G001400.1,NA,1.00417995544786,NA,NA,NA,NA,NA
Phvul.006G001900.1,NA,NA,NA,NA,-1.41385755092863,NA,NA
Phvul.006G003300.1,1.28813829298811,1.67872038770628,NA,NA,NA,NA,NA
Phvul.006G006800.3,NA,NA,NA,NA,-1.06904621784071,NA,NA
Phvul.006G011220.1,NA,-1.17436759228154,-1.06025083172211,-1.56038479344719,-1.60484647981377,NA,NA
Phvul.006G012501.1,2.47227492988882,3.80112425906409,1.33050438111635,NA,NA,-1.33429880913212,1.8355631789485
Phvul.006G013900.1,NA,-1.07536421328984,NA,NA,NA,1.24415759272208,-1.20110383698269
Phvul.006G014000.1,NA,NA,NA,NA,-1.17765578132266,NA,NA
Phvul.006G014800.1,NA,NA,1.49024337370786,NA,1.57249437105773,NA,NA
Phvul.006G015061.1,NA,NA,-1.9560324277779,NA,NA,NA,NA
Phvul.006G017100.1,NA,NA,NA,NA,NA,NA,-1.23827664297492
Phvul.006G017400.1,-1.8931872249338,NA,NA,NA,NA,NA,NA
Phvul.006G017500.1,NA,NA,-1.19272137302556,NA,-1.32754673187466,NA,NA
Phvul.006G020400.1,NA,NA,1.06875191688693,NA,3.53330729747817,NA,NA
Phvul.006G022300.1,NA,NA,-1.03648861634554,NA,-1.36985367001171,NA,NA
Phvul.006G022600.1,NA,1.16340719098153,1.85940696143386,NA,1.5021300795631,NA,NA
Phvul.006G023500.1,NA,1.33076768688922,1.87194969390477,NA,1.71713627224562,NA,NA
Phvul.006G023900.1,NA,NA,2.25109513670919,NA,2.62641268296594,NA,NA
Phvul.006G024700.1,-1.55834956587689,NA,NA,NA,NA,NA,NA
Phvul.006G028100.1,NA,-1.53141263665536,NA,NA,NA,NA,-1.43598744656306
Phvul.006G031600.1,NA,NA,NA,NA,1.01688164523523,NA,NA
Phvul.006G032800.1,NA,NA,-1.04912044856593,NA,-1.40589273214636,NA,NA
Phvul.006G033300.1,NA,NA,1.54309003987995,NA,1.65717359644342,NA,NA
Phvul.006G035900.1,NA,1.10838183837353,NA,NA,NA,NA,NA
Phvul.006G036600.1,NA,NA,NA,1.00922163362368,NA,NA,NA
Phvul.006G038144.1,NA,NA,NA,NA,-1.53817117437203,NA,NA
Phvul.006G039800.1,NA,NA,-2.64969545379996,NA,-2.42489311696912,NA,NA
Phvul.006G043100.1,NA,NA,1.51036517304703,NA,1.30881949969347,NA,NA
Phvul.006G045800.1,NA,NA,NA,NA,2.04965791277489,NA,5.23973943676055
Phvul.006G046000.1,3.07710225941057,3.82055474919172,1.79653136692362,NA,NA,NA,NA
Phvul.006G046800.2,NA,NA,1.03652283958888,NA,NA,NA,NA
Phvul.006G047300.1,NA,NA,1.09725296270463,NA,NA,NA,NA
Phvul.006G047400.1,NA,NA,NA,NA,-1.0588677594424,NA,NA
Phvul.006G048100.1,NA,NA,1.61049458070734,NA,1.45016344213874,NA,NA
Phvul.006G048400.1,NA,NA,NA,NA,-1.3187847303793,NA,NA
Phvul.006G048600.1,NA,-1.17503460182568,-1.17930210939828,NA,NA,NA,NA
Phvul.006G050000.1,-1.13526472187677,NA,NA,NA,-3.1196962466334,NA,-2.4583004821802
Phvul.006G053200.1,NA,NA,1.00981585098424,NA,NA,NA,NA
Phvul.006G054200.1,-1.95255324724441,NA,-1.4284682113115,NA,NA,-1.69658052814549,-1.36509465253178
Phvul.006G055200.1,1.27408488793661,1.28255678879529,1.17644929059845,NA,NA,NA,NA
Phvul.006G056200.1,NA,NA,NA,NA,-1.05791261985097,NA,NA
Phvul.006G056400.2,NA,NA,-1.01202929117295,NA,-1.61074563147417,NA,NA
Phvul.006G057900.1,NA,NA,NA,NA,NA,NA,1.19556865888911
Phvul.006G058600.1,NA,NA,NA,NA,1.8863010768211,NA,NA
Phvul.006G058700.1,NA,NA,NA,NA,1.70429948296442,NA,NA
Phvul.006G058900.1,NA,NA,NA,NA,-1.01933819137801,NA,NA
Phvul.006G060700.1,2.02855314850192,2.06842244045774,NA,NA,-1.20352522372939,NA,1.7092396640208
Phvul.006G064000.1,NA,NA,1.11509423227512,NA,NA,NA,NA
Phvul.006G064900.1,NA,NA,1.30815440855448,NA,NA,NA,NA
Phvul.006G067600.1,2.78538152037276,1.84969250695967,NA,NA,NA,NA,2.67618795809171
Phvul.006G067700.1,NA,1.44250895775903,NA,NA,NA,NA,NA
Phvul.006G067800.1,-1.07509931770384,NA,NA,NA,NA,NA,NA
Phvul.006G068400.1,-1.3214778247694,NA,NA,NA,NA,NA,NA
Phvul.006G068500.1,NA,NA,-1.41187255607711,NA,-1.28413569327065,NA,NA
Phvul.006G068600.1,NA,NA,-1.5704526688499,NA,-1.92213266405363,NA,NA
Phvul.006G068800.1,NA,NA,NA,NA,1.60834398130514,NA,NA
Phvul.006G069300.1,-2.21246033083187,NA,-2.16535900021278,NA,NA,NA,NA
Phvul.006G069500.1,NA,NA,NA,NA,NA,-1.35044653530642,NA
Phvul.006G070200.1,NA,-1.36632739527603,NA,NA,-1.1163683091067,NA,NA
Phvul.006G071200.2,NA,2.02405276573803,3.66830992408937,NA,NA,NA,NA
Phvul.006G071600.1,NA,NA,NA,NA,1.41367672462223,-1.28987312902242,NA
Phvul.006G071800.1,NA,NA,2.1836554272481,NA,NA,NA,-1.05119354422961
Phvul.006G073100.1,NA,NA,NA,1.66427343887157,NA,NA,NA
Phvul.006G074200.1,NA,NA,-1.09662758801669,NA,-1.0265460372635,NA,NA
Phvul.006G075400.1,NA,NA,NA,-1.14484081628654,-1.33971272185011,NA,NA
Phvul.006G075600.1,1.85468379953356,3.55494240556715,1.29967556860773,NA,1.78040534641251,NA,2.34943995829526
Phvul.006G075800.1,NA,NA,-1.44289385540348,NA,NA,NA,NA
Phvul.006G076800.1,NA,NA,-1.20885635365072,NA,NA,NA,NA
Phvul.006G077200.1,NA,NA,-1.19157239111946,NA,NA,NA,NA
Phvul.006G078800.1,NA,-1.82908446042255,-1.12598408874723,NA,-1.25980488561392,NA,-1.02639688537619
Phvul.006G078900.1,-1.18281672950433,-2.20205835212539,-1.80343947206625,NA,-1.53783531066089,NA,NA
Phvul.006G079100.1,NA,-1.83755394832951,NA,NA,NA,NA,NA
Phvul.006G079500.1,NA,2.14446112390007,1.89444979298657,NA,2.06551001810438,NA,1.12559677493407
Phvul.006G079600.1,1.38812019419475,2.95894995692578,3.57105775824672,NA,3.8082443653466,NA,1.65427952946835
Phvul.006G079700.1,NA,-1.24504172948753,NA,NA,NA,NA,NA
Phvul.006G080700.1,1.66791400287368,NA,NA,NA,NA,NA,NA
Phvul.006G082500.2,NA,NA,1.30657634506715,NA,NA,NA,-1.58859209425507
Phvul.006G082700.1,NA,NA,NA,NA,NA,-1.02113956811944,NA
Phvul.006G082900.1,NA,NA,-1.1986429442315,NA,NA,-1.60900929554108,NA
Phvul.006G083700.1,NA,NA,1.09913486024877,NA,NA,NA,NA
Phvul.006G084600.1,NA,NA,-1.34448946394274,NA,-2.04090219549958,NA,NA
Phvul.006G084900.3,NA,1.93350257805217,NA,1.27375532853573,1.40958869557555,NA,NA
Phvul.006G085300.1,NA,NA,NA,NA,-1.08775128062569,NA,NA
Phvul.006G085800.1,1.52910201404902,1.45287564497839,NA,NA,NA,NA,1.38090155191204
Phvul.006G085900.1,1.68241969209669,3.18579687978651,2.39615847235962,NA,2.36259081078623,NA,1.66200406129187
Phvul.006G086100.1,NA,-1.15526420013231,NA,NA,NA,NA,-1.1617482656454
Phvul.006G086822.1,NA,NA,-1.01268103189187,NA,-1.08927956567589,NA,NA
Phvul.006G087000.1,NA,NA,NA,NA,1.00429566471492,NA,NA
Phvul.006G087800.1,NA,NA,2.05976675887559,NA,NA,NA,NA
Phvul.006G088600.1,NA,NA,1.08111596470366,NA,1.07876942233388,NA,NA
Phvul.006G088700.1,NA,NA,1.36441885180939,NA,NA,NA,NA
Phvul.006G089300.1,NA,NA,-2.17771258827633,NA,-1.86149037888025,NA,NA
Phvul.006G090400.1,1.26071044012978,NA,NA,NA,NA,NA,1.05291272853248
Phvul.006G091400.1,NA,NA,1.41989282890271,NA,NA,NA,NA
Phvul.006G091911.1,NA,NA,1.28015264876389,NA,NA,NA,NA
Phvul.006G092100.1,NA,1.07642976276399,1.32346599576622,1.09303150883369,1.41757765714218,NA,NA
Phvul.006G094500.1,NA,1.1971037598696,NA,NA,NA,NA,NA
Phvul.006G095000.3,NA,NA,-1.01094755592461,NA,-1.44992106960263,NA,NA
Phvul.006G096200.1,2.66023745519433,NA,1.71661175785888,NA,NA,NA,NA
Phvul.006G099800.1,NA,NA,NA,NA,-1.21467401881921,NA,NA
Phvul.006G100300.1,NA,NA,-2.97504925016877,NA,-3.0796407326357,NA,NA
Phvul.006G101700.1,1.18066931159821,1.78560219571955,NA,NA,1.00203246566936,NA,1.43119285368412
Phvul.006G102200.1,NA,NA,1.32573745851849,NA,1.26902673888597,NA,NA
Phvul.006G103300.1,NA,NA,1.23585009216185,NA,NA,NA,NA
Phvul.006G103400.1,NA,NA,-1.07499345395166,NA,-1.12084955003327,NA,NA
Phvul.006G103800.1,NA,NA,NA,NA,NA,NA,-1.21820550032141
Phvul.006G104500.1,NA,NA,NA,NA,NA,NA,-1.09411986386816
Phvul.006G105200.1,NA,-1.26928913877289,NA,-1.0581737964606,NA,NA,NA
Phvul.006G105500.1,NA,NA,NA,NA,NA,NA,-1.21920721067595
Phvul.006G105900.1,NA,NA,-1.59642843471779,NA,-1.8084581402209,NA,NA
Phvul.006G106200.1,-1.5102056243114,NA,NA,NA,NA,NA,NA
Phvul.006G108700.1,NA,NA,-1.01605353734312,NA,NA,NA,NA
Phvul.006G108800.1,1.0742142606205,1.56845250579934,NA,NA,NA,NA,NA
Phvul.006G109000.1,-2.37821024783152,NA,NA,NA,NA,-1.65337512110402,-1.07433110460082
Phvul.006G109100.1,NA,NA,1.14916300923123,NA,NA,NA,NA
Phvul.006G110400.1,NA,NA,NA,NA,-1.18123540428906,NA,NA
Phvul.006G111700.1,NA,NA,NA,NA,-1.19649362766699,NA,NA
Phvul.006G112600.1,NA,NA,1.3641823920428,NA,1.19275393686571,NA,NA
Phvul.006G113100.2,-1.65955793544365,NA,NA,NA,1.41888580040968,-1.61070724155972,-1.22241100431179
Phvul.006G113300.1,NA,NA,1.14709359609254,NA,1.16097758310114,NA,NA
Phvul.006G114700.1,NA,NA,NA,NA,NA,NA,-1.17919677818325
Phvul.006G116100.1,1.17005144517833,1.54713049090448,NA,NA,NA,NA,1.26074158782877
Phvul.006G116611.1,NA,NA,-1.2046670144524,NA,NA,-1.01920780019855,NA
Phvul.006G117000.1,NA,NA,-1.0982932923948,NA,-1.02382336116564,NA,NA
Phvul.006G117300.1,NA,NA,-2.12107983018275,NA,-2.41828885884771,NA,-1.48449059155986
Phvul.006G119900.1,NA,NA,1.06934002117832,NA,NA,NA,NA
Phvul.006G120800.1,1.30824845658499,1.38652274974007,NA,NA,NA,NA,1.23432827849896
Phvul.006G121300.1,NA,NA,1.02803953167795,NA,NA,1.52221446692219,NA
Phvul.006G122100.2,NA,NA,1.44272665734932,NA,1.27230664155682,NA,NA
Phvul.006G122400.1,NA,NA,-1.31731088019503,NA,NA,NA,NA
Phvul.006G122900.1,NA,NA,-2.85448626408774,NA,-2.85816173903719,NA,NA
Phvul.006G123600.1,NA,-1.02919493491958,NA,NA,NA,NA,NA
Phvul.006G124000.1,NA,NA,NA,NA,NA,NA,-1.26992644060891
Phvul.006G124600.1,NA,1.49379321405986,NA,NA,1.1493114846848,NA,NA
Phvul.006G125800.1,-1.22368476980036,NA,NA,NA,NA,NA,NA
Phvul.006G127500.2,NA,1.08600184044898,1.23764511913902,NA,NA,NA,NA
Phvul.006G129800.1,-3.15221018850567,NA,-1.06656083423363,NA,NA,-2.45795349146075,-1.96195008111146
Phvul.006G129900.1,-1.06255114957414,NA,NA,NA,NA,NA,NA
Phvul.006G131500.1,NA,NA,-1.09645426391732,NA,-1.06195749999499,NA,NA
Phvul.006G134200.1,NA,NA,-1.26384509229214,NA,-1.22505219084979,NA,NA
Phvul.006G134700.2,NA,NA,NA,NA,1.85132202100002,NA,1.22015659567596
Phvul.006G139100.1,NA,-1.24160262248708,-1.94618282454178,NA,-1.75762599112276,NA,NA
Phvul.006G139700.1,NA,NA,-1.39353364938368,NA,-2.34130920891444,NA,NA
Phvul.006G140300.1,NA,NA,NA,NA,1.20179601419509,NA,NA
Phvul.006G140400.1,NA,NA,-1.17991747484072,NA,-1.25739463030478,NA,NA
Phvul.006G141100.1,NA,NA,NA,NA,-1.76390613308797,NA,NA
Phvul.006G141700.1,NA,NA,NA,NA,NA,-1.02116925188526,NA
Phvul.006G142700.2,1.47759629036606,2.03769152286547,1.35461641052036,NA,1.37856631875899,NA,1.51741174025242
Phvul.006G142900.1,NA,-1.03329515898991,-1.29568369384529,NA,-1.50065695376404,NA,NA
Phvul.006G147300.1,NA,NA,1.50968766543636,NA,1.78981518543053,NA,NA
Phvul.006G148200.1,-1.62017283721381,-1.71478702921359,-2.2095637387809,NA,-2.07366924095807,NA,-1.46885416539255
Phvul.006G148600.1,NA,NA,-1.13773282173671,NA,NA,NA,NA
Phvul.006G148800.1,-1.43742383762084,-1.57114817505422,NA,NA,NA,NA,NA
Phvul.006G149200.1,NA,NA,1.06428065113892,NA,NA,NA,NA
Phvul.006G149640.1,NA,NA,1.11699496435689,NA,NA,NA,NA
Phvul.006G149700.1,NA,NA,-2.09261566070576,NA,NA,NA,NA
Phvul.006G150100.1,NA,1.14779297216003,NA,NA,NA,NA,NA
Phvul.006G150900.1,NA,NA,1.93562920336727,NA,2.13301583817763,NA,NA
Phvul.006G151100.2,1.00688323278937,NA,NA,NA,NA,NA,NA
Phvul.006G151701.1,NA,NA,-1.02766980205643,NA,-1.24806443080392,NA,NA
Phvul.006G151900.1,NA,NA,1.19093808954951,NA,1.49195065222725,NA,NA
Phvul.006G152100.2,NA,NA,2.02024428564334,NA,1.37392037886346,NA,NA
Phvul.006G152800.1,1.04492096818657,1.43686095722929,NA,NA,1.201748990099,NA,1.27433429895728
Phvul.006G153000.1,1.03279460694293,1.46996141327627,NA,NA,1.33226407723211,NA,1.50684890461054
Phvul.006G153100.1,NA,1.25461838004707,NA,NA,1.08309074973831,NA,NA
Phvul.006G153600.1,NA,NA,1.29048929180694,NA,NA,NA,NA
Phvul.006G154200.1,NA,NA,-1.17860359266851,NA,NA,NA,NA
Phvul.006G154700.1,1.12369852119105,NA,NA,NA,NA,NA,NA
Phvul.006G157000.1,NA,NA,NA,NA,-1.91639288130822,NA,NA
Phvul.006G161200.1,1.00873694503598,NA,NA,NA,NA,NA,NA
Phvul.006G164800.1,NA,NA,-1.50133340234201,NA,NA,NA,NA
Phvul.006G165000.1,1.30149143558346,1.75353347731905,NA,NA,NA,NA,1.81581875029053
Phvul.006G165100.1,NA,-1.25623331476838,NA,NA,NA,NA,NA
Phvul.006G165200.1,-1.8515175356166,NA,-2.41420241274851,NA,NA,-1.16856163421239,-1.19882093870049
Phvul.006G168190.1,2.5362913129152,NA,NA,NA,NA,NA,2.64346093654185
Phvul.006G168600.1,1.72293063158905,1.61491916127682,NA,NA,NA,NA,1.71809744782014
Phvul.006G169300.1,NA,1.14771574137441,NA,NA,NA,NA,NA
Phvul.006G169400.1,NA,NA,NA,NA,NA,-3.43999247123974,-1.97629977169341
Phvul.006G170200.1,NA,-1.07838706065293,NA,NA,NA,NA,-1.15361237845751
Phvul.006G171000.1,NA,1.35107627386995,NA,NA,NA,NA,NA
Phvul.006G171700.1,NA,NA,1.04768796938569,NA,NA,NA,NA
Phvul.006G173200.1,1.89128355567185,NA,-3.95549765386943,NA,-4.83278960585892,NA,1.00813382587221
Phvul.006G173600.1,NA,NA,NA,NA,1.4977299718686,NA,1.813307873084
Phvul.006G173850.1,NA,NA,NA,NA,1.00996518599866,NA,NA
Phvul.006G173900.2,2.00625686859467,1.61851344726188,NA,NA,NA,NA,1.62532180835496
Phvul.006G174300.2,NA,1.16645605758077,NA,NA,1.12788533327086,NA,NA
Phvul.006G174600.1,NA,NA,1.33787468343963,NA,1.04639225187611,NA,NA
Phvul.006G175000.1,NA,NA,-1.92651500224698,NA,NA,NA,1.30186542429228
Phvul.006G175100.1,1.27357071757784,NA,NA,NA,-1.73574314445194,NA,NA
Phvul.006G175300.1,NA,NA,-1.27107695565138,NA,-1.44846150059225,NA,NA
Phvul.006G175400.1,NA,NA,-1.42875946456081,NA,-1.47373581368163,NA,NA
Phvul.006G175700.1,1.4737901399153,NA,NA,NA,NA,1.06631384148028,1.40929198899889
Phvul.006G176400.2,1.16886464226633,1.61175892189373,NA,NA,NA,NA,1.23259453461819
Phvul.006G176500.1,NA,NA,2.91364657863107,NA,3.1583527473408,NA,NA
Phvul.006G176600.1,1.90947912261555,2.34403405594276,1.26588275862961,NA,1.65258649369546,NA,2.31113382207189
Phvul.006G177500.2,NA,NA,NA,NA,-1.00499781269127,NA,NA
Phvul.006G177600.1,1.22024770875916,1.26121338388809,NA,NA,NA,NA,1.2962056607067
Phvul.006G178250.1,NA,-1.93525249268972,NA,NA,NA,NA,NA
Phvul.006G179800.1,1.46340390727518,1.30621989986647,NA,NA,NA,NA,1.09636056275557
Phvul.006G180900.1,NA,-1.11842644999023,NA,NA,NA,NA,NA
Phvul.006G181500.1,NA,1.0170274053844,NA,NA,NA,NA,NA
Phvul.006G182700.1,-1.09543251371083,NA,NA,NA,NA,NA,-1.22774993750119
Phvul.006G183900.1,-1.06789488723798,NA,-1.61116367793305,NA,NA,-1.22372300654781,NA
Phvul.006G184800.2,1.80556195880931,NA,NA,NA,NA,NA,1.99739758542293
Phvul.006G185000.1,1.32709566663006,1.75406712657997,1.42929028180659,NA,1.70905237510529,NA,1.62118286780289
Phvul.006G185900.1,1.30555847896066,1.22687701040742,1.06503733773121,NA,NA,NA,1.20869473716084
Phvul.006G186600.1,NA,NA,NA,NA,1.64721198003479,NA,NA
Phvul.006G186700.1,NA,NA,NA,NA,-2.21796340884132,NA,-1.02787754731851
Phvul.006G187200.1,1.42364280483661,NA,1.35823617923202,NA,NA,NA,NA
Phvul.006G187500.1,1.68872720929286,1.65814510935007,NA,NA,NA,NA,1.55921386225303
Phvul.006G187700.1,1.05577519896931,1.69835576742122,NA,NA,NA,NA,1.65178990544847
Phvul.006G188400.1,1.65770621347572,1.85627929555762,NA,NA,NA,NA,1.73900182984564
Phvul.006G189000.1,NA,1.30472404786292,NA,NA,NA,NA,NA
Phvul.006G189400.1,NA,NA,-2.05246848289441,NA,-1.35323625339012,NA,NA
Phvul.006G189500.1,NA,NA,-1.70906634850441,NA,-1.51481394644198,NA,NA
Phvul.006G190400.1,2.0728342237333,3.39456567752508,1.53269231292173,NA,2.23530202648042,NA,2.79079273154764
Phvul.006G190500.1,NA,NA,-1.07014228529513,NA,NA,NA,NA
Phvul.006G191200.1,NA,NA,NA,NA,NA,NA,1.11559871889508
Phvul.006G192400.1,NA,NA,1.52670536000148,NA,NA,NA,NA
Phvul.006G192600.1,NA,1.25314853984891,NA,NA,NA,NA,NA
Phvul.006G192700.1,2.64934302154666,2.74605344090437,NA,1.30668191497247,NA,NA,3.29760068120274
Phvul.006G193800.1,NA,NA,NA,NA,NA,NA,1.17578257271037
Phvul.006G194600.1,NA,1.14156095485928,NA,NA,1.15157967546748,NA,1.07875230566437
Phvul.006G194900.1,NA,NA,NA,NA,NA,NA,-1.53352035204289
Phvul.006G195000.1,NA,NA,NA,NA,1.06779717708282,NA,NA
Phvul.006G196200.2,NA,NA,1.45877957059971,NA,1.12885690160544,NA,NA
Phvul.006G196700.1,NA,NA,NA,NA,1.52396483308418,NA,NA
Phvul.006G196900.1,NA,NA,3.15002219802322,NA,NA,NA,NA
Phvul.006G197100.1,-1.69328779029326,NA,-5.67511184273935,NA,NA,NA,-1.42845019110907
Phvul.006G197500.1,NA,NA,NA,NA,NA,NA,-1.09421689416466
Phvul.006G198300.1,NA,1.19047787319019,1.44332479438511,NA,1.17364363486227,NA,NA
Phvul.006G198400.1,NA,NA,NA,NA,-1.42367363312209,NA,-1.03927241460669
Phvul.006G199001.1,NA,NA,-1.19893471728331,NA,NA,NA,NA
Phvul.006G199300.1,NA,NA,NA,NA,1.09475271350969,NA,NA
Phvul.006G200200.1,NA,1.82226951334325,NA,NA,NA,NA,NA
Phvul.006G200350.1,NA,1.0708391376777,NA,NA,NA,NA,NA
Phvul.006G200600.4,NA,NA,-1.62445914263606,NA,-1.29507931996876,NA,NA
Phvul.006G201100.1,-1.07333893809827,NA,NA,NA,NA,-1.07161752634477,NA
Phvul.006G201200.1,NA,NA,1.39312172748354,NA,NA,NA,NA
Phvul.006G205300.1,1.82839949771506,1.61839967100924,NA,NA,NA,NA,1.94708706325139
Phvul.006G205400.2,NA,NA,1.42687790670372,NA,1.07963180425766,NA,NA
Phvul.006G205500.1,NA,NA,NA,NA,1.18208440291809,NA,NA
Phvul.006G207600.1,1.21395267235182,2.15914112028388,1.36805259872437,NA,2.20875949364778,NA,2.06854828221312
Phvul.006G207700.1,2.10414884540364,3.12143732794732,NA,NA,NA,NA,1.01662076487791
Phvul.006G207800.1,NA,2.64156025817144,2.1445673957686,2.09695673468827,2.61558662471242,NA,NA
Phvul.006G208000.1,NA,NA,1.22199219590916,NA,NA,NA,NA
Phvul.006G208300.1,NA,NA,-1.25711290961626,NA,NA,NA,NA
Phvul.006G208500.1,-1.5127843562139,NA,1.02163573213543,NA,1.59837720961215,NA,NA
Phvul.006G208600.1,NA,-1.46672698320825,NA,NA,NA,NA,NA
Phvul.006G209500.1,NA,NA,2.12989025763297,NA,1.26587650492903,NA,-1.46119878534288
Phvul.006G210200.1,3.95916335543036,3.15864462913791,NA,NA,NA,NA,3.67336350707229
Phvul.006G210300.1,1.93028708339686,2.40268535171513,NA,NA,1.06971423908439,NA,2.05489790134081
Phvul.006G210400.1,1.43853767309366,1.54917499308012,NA,NA,NA,NA,1.48922890455093
Phvul.006G210900.1,-1.88515015945347,NA,NA,NA,NA,NA,NA
Phvul.006G210950.1,NA,NA,1.28770805021661,NA,1.34636820928296,NA,NA
Phvul.006G212500.1,NA,NA,1.42438551376826,NA,1.40915053229533,1.07396049437306,NA
Phvul.006G212600.1,NA,NA,-1.01270494620483,NA,NA,NA,NA
Phvul.006G213200.1,NA,NA,1.15977531598986,NA,NA,NA,NA
Phvul.006G217700.1,-1.3418315039076,NA,-1.0038994927733,NA,NA,NA,NA
Phvul.006G219100.1,NA,NA,-1.37845544940082,NA,NA,NA,NA
Phvul.007G002500.1,NA,1.01734671757757,NA,NA,NA,NA,NA
Phvul.007G003100.1,NA,NA,-1.12242148677161,NA,-1.08275031009643,NA,NA
Phvul.007G003700.1,NA,NA,NA,NA,1.00368406299028,NA,NA
Phvul.007G008900.2,NA,NA,1.2666638078296,NA,NA,NA,NA
Phvul.007G011300.1,2.03288934525414,1.47720475656817,NA,NA,NA,NA,NA
Phvul.007G011400.1,NA,NA,2.28774183839843,1.91913672021014,2.57750143244698,NA,NA
Phvul.007G013000.1,NA,NA,-1.09224445351967,NA,-1.18725819026245,NA,NA
Phvul.007G013100.1,1.54992131859911,NA,NA,NA,NA,NA,NA
Phvul.007G013200.1,1.13351911858816,NA,NA,NA,NA,NA,NA
Phvul.007G013900.1,NA,NA,NA,NA,NA,NA,1.07780887787012
Phvul.007G016500.1,1.31664386468217,2.40905776048689,NA,NA,1.26101773944103,NA,1.82670319191227
Phvul.007G016600.1,NA,1.31283402065228,NA,NA,NA,NA,NA
Phvul.007G018600.1,1.19188890000308,1.28854805989381,1.38559808412926,NA,NA,NA,NA
Phvul.007G018700.1,NA,1.29403389295806,NA,1.75418512014848,1.00936421532871,NA,NA
Phvul.007G019100.1,NA,1.19331180894344,NA,NA,NA,NA,NA
Phvul.007G020800.1,-1.72940320362406,NA,-1.4085031080804,NA,NA,NA,-1.06438491769321
Phvul.007G020900.1,NA,NA,NA,NA,-1.01709746219109,NA,NA
Phvul.007G023400.2,NA,-1.26143268687849,NA,NA,NA,NA,-1.42012486241804
Phvul.007G023600.1,1.02859804352301,NA,NA,NA,NA,NA,NA
Phvul.007G025700.1,1.07623497700828,1.88272603977726,NA,NA,NA,NA,1.46733399967497
Phvul.007G026000.1,1.08097630184704,NA,NA,NA,NA,NA,1.07681398075654
Phvul.007G027800.1,NA,NA,4.47711748266984,NA,NA,NA,NA
Phvul.007G028200.1,NA,NA,NA,NA,1.0772382756526,NA,NA
Phvul.007G028300.1,NA,NA,-1.26013256255331,-2.33377527542449,-1.74818347607973,NA,NA
Phvul.007G029000.1,NA,NA,NA,NA,-1.59113731888333,NA,NA
Phvul.007G029800.1,-1.01908867024409,NA,NA,NA,NA,NA,NA
Phvul.007G030800.1,-1.201274909398,NA,NA,NA,NA,-1.02377935866826,NA
Phvul.007G032266.1,NA,NA,NA,NA,1.06786779773792,NA,NA
Phvul.007G032800.1,NA,1.39915444569848,NA,NA,NA,NA,1.38237908111813
Phvul.007G034600.1,NA,NA,NA,NA,NA,1.25910018229418,NA
Phvul.007G034700.1,NA,NA,2.26446024366722,NA,1.46394290224473,NA,NA
Phvul.007G035800.1,NA,1.13826750268177,NA,NA,NA,NA,NA
Phvul.007G037300.1,NA,NA,-1.04336224231595,NA,NA,NA,NA
Phvul.007G038400.1,-1.06926209251244,NA,NA,NA,NA,NA,NA
Phvul.007G040400.1,NA,NA,NA,NA,-1.15841160537459,NA,NA
Phvul.007G040900.1,NA,NA,NA,NA,NA,NA,-1.24275233157354
Phvul.007G041000.1,NA,NA,NA,NA,NA,NA,-1.74199003704287
Phvul.007G041400.1,NA,NA,NA,NA,1.14024744453461,NA,NA
Phvul.007G041600.1,1.46796509297861,NA,NA,NA,NA,NA,1.06158022210844
Phvul.007G043000.2,NA,NA,-1.1811109833604,NA,NA,NA,NA
Phvul.007G043100.1,NA,NA,1.78680729836159,NA,2.35217831036246,NA,NA
Phvul.007G045200.1,1.10154535966639,1.11556967191346,NA,NA,NA,NA,NA
Phvul.007G046400.1,NA,NA,NA,NA,NA,NA,-1.02715356653812
Phvul.007G047000.2,NA,1.95633145331978,1.00100878528996,NA,1.16543409643967,NA,1.01222371251401
Phvul.007G047700.1,1.20582264134031,1.11949492023696,NA,NA,NA,NA,1.12146483999753
Phvul.007G048000.1,NA,NA,NA,NA,NA,NA,-1.33857514598873
Phvul.007G048500.1,NA,NA,1.26057706270928,NA,NA,NA,NA
Phvul.007G048600.1,NA,NA,1.18144287830137,NA,NA,NA,NA
Phvul.007G049100.1,-1.09998562702031,NA,NA,NA,NA,NA,NA
Phvul.007G049300.1,NA,NA,NA,NA,1.00314385812307,NA,NA
Phvul.007G049400.1,NA,NA,NA,NA,1.05852996712613,NA,NA
Phvul.007G049700.1,NA,-1.47851451863307,NA,NA,NA,NA,NA
Phvul.007G050300.1,1.07867410567376,1.33367320634819,1.41683360715394,NA,1.28125508474667,NA,NA
Phvul.007G050400.1,2.0225536444131,2.53346503311396,2.01800114026431,NA,1.37628408899466,NA,1.40441187372291
Phvul.007G051300.1,NA,NA,NA,NA,-1.35967066577204,NA,NA
Phvul.007G051500.1,NA,NA,-2.17177523411795,NA,NA,NA,NA
Phvul.007G052500.1,NA,NA,1.83974897190381,NA,NA,NA,-1.11936810480042
Phvul.007G053800.1,NA,-1.19910207192009,NA,NA,NA,NA,NA
