Gene Name,Transcript Name,GO ID
Phvul.L001612,Phvul.L001612.1,GO:0000724
Phvul.L001612,Phvul.L001612.1,GO:0006281
Phvul.010G034400,Phvul.010G034400.1,GO:0006952
Phvul.010G034400,Phvul.010G034400.1,GO:0016021
Phvul.010G080100,Phvul.010G080100.1,GO:0005975
Phvul.010G087950,Phvul.010G087950.1,
Phvul.010G124000,Phvul.010G124000.1,
Phvul.010G044100,Phvul.010G044100.1,GO:0003735
Phvul.010G044100,Phvul.010G044100.1,GO:0005622
Phvul.010G044100,Phvul.010G044100.1,GO:0005840
Phvul.010G044100,Phvul.010G044100.1,GO:0006412
Phvul.010G120850,Phvul.010G120850.1,GO:0003677
Phvul.010G120850,Phvul.010G120850.1,GO:0006355
Phvul.010G162100,Phvul.010G162100.1,GO:0008107
Phvul.010G162100,Phvul.010G162100.1,GO:0016020
Phvul.010G162100,Phvul.010G162100.1,GO:0042546
Phvul.010G081700,Phvul.010G081700.1,GO:0004222
Phvul.010G081700,Phvul.010G081700.1,GO:0002949
Phvul.010G081700,Phvul.010G081700.2,GO:0004222
Phvul.010G081700,Phvul.010G081700.2,GO:0002949
Phvul.010G081700,Phvul.010G081700.3,
Phvul.010G116100,Phvul.010G116100.2,GO:0000166
Phvul.010G116100,Phvul.010G116100.2,GO:0003676
Phvul.010G116100,Phvul.010G116100.1,GO:0000166
Phvul.010G116100,Phvul.010G116100.1,GO:0003676
Phvul.010G116100,Phvul.010G116100.3,GO:0000166
Phvul.010G116100,Phvul.010G116100.3,GO:0003676
Phvul.010G116100,Phvul.010G116100.4,GO:0000166
Phvul.010G116100,Phvul.010G116100.4,GO:0003676
Phvul.010G116100,Phvul.010G116100.5,GO:0000166
Phvul.010G116100,Phvul.010G116100.5,GO:0003676
Phvul.010G151000,Phvul.010G151000.1,GO:0008271
Phvul.010G151000,Phvul.010G151000.1,GO:0008272
Phvul.010G151000,Phvul.010G151000.1,GO:0015116
Phvul.010G151000,Phvul.010G151000.1,GO:0016020
Phvul.010G151000,Phvul.010G151000.1,GO:0016021
Phvul.010G151000,Phvul.010G151000.1,GO:0055085
Phvul.010G015900,Phvul.010G015900.1,GO:0005506
Phvul.010G015900,Phvul.010G015900.1,GO:0016491
Phvul.010G015900,Phvul.010G015900.1,GO:0055114
Phvul.010G140500,Phvul.010G140500.1,
Phvul.010G118600,Phvul.010G118600.1,GO:0000166
Phvul.010G118600,Phvul.010G118600.1,GO:0003676
Phvul.010G118600,Phvul.010G118600.2,GO:0000166
Phvul.010G118600,Phvul.010G118600.2,GO:0003676
Phvul.010G118600,Phvul.010G118600.3,GO:0000166
Phvul.010G118600,Phvul.010G118600.3,GO:0003676
Phvul.010G118600,Phvul.010G118600.4,GO:0000166
Phvul.010G118600,Phvul.010G118600.4,GO:0003676
Phvul.010G118600,Phvul.010G118600.5,GO:0000166
Phvul.010G118600,Phvul.010G118600.5,GO:0003676
Phvul.010G118600,Phvul.010G118600.6,GO:0000166
Phvul.010G118600,Phvul.010G118600.6,GO:0003676
Phvul.010G118600,Phvul.010G118600.7,GO:0000166
Phvul.010G118600,Phvul.010G118600.7,GO:0003676
Phvul.010G118600,Phvul.010G118600.8,GO:0000166
Phvul.010G118600,Phvul.010G118600.8,GO:0003676
Phvul.010G118600,Phvul.010G118600.9,GO:0000166
Phvul.010G118600,Phvul.010G118600.9,GO:0003676
Phvul.010G118600,Phvul.010G118600.10,GO:0000166
Phvul.010G118600,Phvul.010G118600.10,GO:0003676
Phvul.010G118600,Phvul.010G118600.11,GO:0000166
Phvul.010G118600,Phvul.010G118600.11,GO:0003676
Phvul.010G118600,Phvul.010G118600.12,GO:0000166
Phvul.010G118600,Phvul.010G118600.12,GO:0003676
Phvul.010G118600,Phvul.010G118600.13,GO:0000166
Phvul.010G118600,Phvul.010G118600.13,GO:0003676
Phvul.010G126700,Phvul.010G126700.4,GO:0046872
Phvul.010G126700,Phvul.010G126700.1,GO:0046872
Phvul.010G126700,Phvul.010G126700.5,GO:0046872
Phvul.010G126700,Phvul.010G126700.2,GO:0046872
Phvul.010G126700,Phvul.010G126700.6,GO:0046872
Phvul.010G126700,Phvul.010G126700.3,GO:0046872
Phvul.010G089600,Phvul.010G089600.1,GO:0016020
Phvul.010G089600,Phvul.010G089600.1,GO:0016021
Phvul.010G089600,Phvul.010G089600.2,GO:0016020
Phvul.010G089600,Phvul.010G089600.2,GO:0016021
Phvul.010G128000,Phvul.010G128000.1,GO:0046982
Phvul.010G160700,Phvul.010G160700.1,GO:0003824
Phvul.010G160700,Phvul.010G160700.1,GO:0050662
Phvul.010G139800,Phvul.010G139800.1,GO:0003824
Phvul.010G139800,Phvul.010G139800.1,GO:0004630
Phvul.010G139800,Phvul.010G139800.1,GO:0005509
Phvul.010G139800,Phvul.010G139800.1,GO:0005515
Phvul.010G139800,Phvul.010G139800.1,GO:0016020
Phvul.010G139800,Phvul.010G139800.1,GO:0046470
Phvul.010G139800,Phvul.010G139800.2,GO:0003824
Phvul.010G139800,Phvul.010G139800.2,GO:0004630
Phvul.010G139800,Phvul.010G139800.2,GO:0005509
Phvul.010G139800,Phvul.010G139800.2,GO:0005515
Phvul.010G139800,Phvul.010G139800.2,GO:0016020
Phvul.010G139800,Phvul.010G139800.2,GO:0046470
Phvul.010G139800,Phvul.010G139800.3,GO:0003824
Phvul.010G139800,Phvul.010G139800.3,GO:0004630
Phvul.010G139800,Phvul.010G139800.3,GO:0005509
Phvul.010G139800,Phvul.010G139800.3,GO:0005515
Phvul.010G139800,Phvul.010G139800.3,GO:0016020
Phvul.010G139800,Phvul.010G139800.3,GO:0046470
Phvul.010G139800,Phvul.010G139800.4,GO:0003824
Phvul.010G139800,Phvul.010G139800.4,GO:0005515
Phvul.010G139800,Phvul.010G139800.5,GO:0003824
Phvul.010G139800,Phvul.010G139800.5,GO:0005515
Phvul.010G075800,Phvul.010G075800.1,
Phvul.010G004000,Phvul.010G004000.1,GO:0005215
Phvul.010G004000,Phvul.010G004000.1,GO:0006810
Phvul.010G004000,Phvul.010G004000.1,GO:0016020
Phvul.010G058700,Phvul.010G058700.1,
Phvul.010G042100,Phvul.010G042100.1,GO:0005488
Phvul.010G042100,Phvul.010G042100.1,GO:0005515
Phvul.010G042100,Phvul.010G042100.1,GO:0006886
Phvul.010G042100,Phvul.010G042100.1,GO:0008270
Phvul.010G042100,Phvul.010G042100.1,GO:0016192
Phvul.010G050300,Phvul.010G050300.1,
Phvul.010G057200,Phvul.010G057200.1,GO:0005509
Phvul.010G060700,Phvul.010G060700.1,
Phvul.010G065200,Phvul.010G065200.1,GO:0004175
Phvul.010G065200,Phvul.010G065200.1,GO:0004298
Phvul.010G065200,Phvul.010G065200.1,GO:0005839
Phvul.010G065200,Phvul.010G065200.1,GO:0006511
Phvul.010G065200,Phvul.010G065200.1,GO:0019773
Phvul.010G065200,Phvul.010G065200.1,GO:0051603
Phvul.010G065200,Phvul.010G065200.2,GO:0004175
Phvul.010G065200,Phvul.010G065200.2,GO:0004298
Phvul.010G065200,Phvul.010G065200.2,GO:0005839
Phvul.010G065200,Phvul.010G065200.2,GO:0006511
Phvul.010G065200,Phvul.010G065200.2,GO:0019773
Phvul.010G065200,Phvul.010G065200.2,GO:0051603
Phvul.010G133600,Phvul.010G133600.1,GO:0055085
Phvul.010G133600,Phvul.010G133600.2,GO:0055085
Phvul.010G013600,Phvul.010G013600.1,GO:0005515
Phvul.010G031300,Phvul.010G031300.1,
Phvul.010G133100,Phvul.010G133100.1,
Phvul.010G071200,Phvul.010G071200.1,GO:0000166
Phvul.010G071200,Phvul.010G071200.1,GO:0003676
Phvul.010G024600,Phvul.010G024600.1,GO:0003735
Phvul.010G024600,Phvul.010G024600.1,GO:0005622
Phvul.010G024600,Phvul.010G024600.1,GO:0005840
Phvul.010G024600,Phvul.010G024600.1,GO:0006412
Phvul.010G009000,Phvul.010G009000.2,GO:0008152
Phvul.010G009000,Phvul.010G009000.2,GO:0016758
Phvul.010G009000,Phvul.010G009000.1,GO:0008152
Phvul.010G009000,Phvul.010G009000.1,GO:0016758
Phvul.010G000200,Phvul.010G000200.1,GO:0003677
Phvul.010G000200,Phvul.010G000200.1,GO:0003700
Phvul.010G000200,Phvul.010G000200.1,GO:0005634
Phvul.010G000200,Phvul.010G000200.1,GO:0006351
Phvul.010G018600,Phvul.010G018600.2,
Phvul.010G001200,Phvul.010G001200.1,
Phvul.010G124300,Phvul.010G124300.1,GO:0003677
Phvul.010G124300,Phvul.010G124300.1,GO:0046983
Phvul.010G071832,Phvul.010G071832.1,
Phvul.010G077400,Phvul.010G077400.1,
Phvul.010G165100,Phvul.010G165100.1,GO:0003824
Phvul.010G165100,Phvul.010G165100.1,GO:0016866
Phvul.010G081100,Phvul.010G081100.1,GO:0005515
Phvul.010G011200,Phvul.010G011200.1,GO:0008152
Phvul.010G011200,Phvul.010G011200.1,GO:0016787
Phvul.010G155200,Phvul.010G155200.2,
Phvul.010G138200,Phvul.010G138200.1,GO:0003676
Phvul.010G138200,Phvul.010G138200.1,GO:0046872
Phvul.010G084400,Phvul.010G084400.1,
Phvul.010G122100,Phvul.010G122100.1,GO:0004672
Phvul.010G122100,Phvul.010G122100.1,GO:0004713
Phvul.010G122100,Phvul.010G122100.1,GO:0005515
Phvul.010G122100,Phvul.010G122100.1,GO:0005524
Phvul.010G122100,Phvul.010G122100.1,GO:0006468
Phvul.010G122100,Phvul.010G122100.2,GO:0004672
Phvul.010G122100,Phvul.010G122100.2,GO:0004713
Phvul.010G122100,Phvul.010G122100.2,GO:0005515
Phvul.010G122100,Phvul.010G122100.2,GO:0005524
Phvul.010G122100,Phvul.010G122100.2,GO:0006468
Phvul.010G070100,Phvul.010G070100.3,GO:0004672
Phvul.010G070100,Phvul.010G070100.3,GO:0005524
Phvul.010G070100,Phvul.010G070100.3,GO:0006468
Phvul.010G070100,Phvul.010G070100.1,GO:0004672
Phvul.010G070100,Phvul.010G070100.1,GO:0005524
Phvul.010G070100,Phvul.010G070100.1,GO:0006468
Phvul.010G070100,Phvul.010G070100.2,GO:0004672
Phvul.010G070100,Phvul.010G070100.2,GO:0005524
Phvul.010G070100,Phvul.010G070100.2,GO:0006468
Phvul.010G145400,Phvul.010G145400.2,GO:0000160
Phvul.010G145400,Phvul.010G145400.2,GO:0004871
Phvul.010G163400,Phvul.010G163400.1,GO:0016020
Phvul.010G089500,Phvul.010G089500.1,
Phvul.010G016900,Phvul.010G016900.1,GO:0016491
Phvul.010G016900,Phvul.010G016900.1,GO:0055114
Phvul.010G161600,Phvul.010G161600.3,GO:0008152
Phvul.010G161600,Phvul.010G161600.3,GO:0016597
Phvul.010G119600,Phvul.010G119600.1,GO:0004739
Phvul.010G119600,Phvul.010G119600.1,GO:0006086
Phvul.010G119600,Phvul.010G119600.1,GO:0008152
Phvul.010G119600,Phvul.010G119600.1,GO:0016624
Phvul.010G119600,Phvul.010G119600.1,GO:0043231
Phvul.010G088400,Phvul.010G088400.1,GO:0004252
Phvul.010G088400,Phvul.010G088400.1,GO:0006508
Phvul.010G088400,Phvul.010G088400.2,GO:0004252
Phvul.010G088400,Phvul.010G088400.2,GO:0006508
Phvul.010G077900,Phvul.010G077900.1,GO:0004672
Phvul.010G077900,Phvul.010G077900.1,GO:0005488
Phvul.010G077900,Phvul.010G077900.1,GO:0005524
Phvul.010G077900,Phvul.010G077900.1,GO:0006468
Phvul.010G118100,Phvul.010G118100.3,
Phvul.010G118100,Phvul.010G118100.1,
Phvul.010G118100,Phvul.010G118100.2,
Phvul.010G140900,Phvul.010G140900.1,GO:0008152
Phvul.010G140900,Phvul.010G140900.1,GO:0016791
Phvul.010G082900,Phvul.010G082900.1,GO:0003735
Phvul.010G082900,Phvul.010G082900.1,GO:0005622
Phvul.010G082900,Phvul.010G082900.1,GO:0005840
Phvul.010G082900,Phvul.010G082900.1,GO:0006412
Phvul.010G082900,Phvul.010G082900.1,GO:0016811
Phvul.010G147700,Phvul.010G147700.1,GO:0003824
Phvul.010G147700,Phvul.010G147700.1,GO:0008152
Phvul.010G147700,Phvul.010G147700.2,GO:0003824
Phvul.010G147700,Phvul.010G147700.2,GO:0008152
Phvul.010G041100,Phvul.010G041100.1,
Phvul.010G010800,Phvul.010G010800.1,
Phvul.010G010800,Phvul.010G010800.2,
Phvul.010G075200,Phvul.010G075200.1,GO:0016787
Phvul.010G141200,Phvul.010G141200.2,GO:0008152
Phvul.010G141200,Phvul.010G141200.2,GO:0016791
Phvul.010G070200,Phvul.010G070200.1,GO:0003677
Phvul.010G070200,Phvul.010G070200.1,GO:0008270
Phvul.010G070200,Phvul.010G070200.2,GO:0003677
Phvul.010G070200,Phvul.010G070200.2,GO:0008270
Phvul.010G070200,Phvul.010G070200.3,GO:0003677
Phvul.010G070200,Phvul.010G070200.3,GO:0008270
Phvul.010G070200,Phvul.010G070200.4,GO:0003677
Phvul.010G070200,Phvul.010G070200.4,GO:0008270
Phvul.010G058500,Phvul.010G058500.1,GO:0005634
Phvul.010G058500,Phvul.010G058500.1,GO:0006367
Phvul.010G058500,Phvul.010G058500.1,GO:0046982
Phvul.010G144200,Phvul.010G144200.1,GO:0003993
Phvul.010G070600,Phvul.010G070600.1,GO:0046983
Phvul.010G070600,Phvul.010G070600.3,GO:0046983
Phvul.010G066600,Phvul.010G066600.1,GO:0004601
Phvul.010G066600,Phvul.010G066600.1,GO:0006979
Phvul.010G066600,Phvul.010G066600.1,GO:0020037
Phvul.010G066600,Phvul.010G066600.1,GO:0055114
Phvul.010G014400,Phvul.010G014400.1,
Phvul.010G078102,Phvul.010G078102.1,GO:0004252
Phvul.010G078102,Phvul.010G078102.1,GO:0006508
Phvul.010G037600,Phvul.010G037600.1,GO:0008152
Phvul.010G037600,Phvul.010G037600.1,GO:0016758
Phvul.010G056400,Phvul.010G056400.1,
Phvul.010G065500,Phvul.010G065500.1,
Phvul.010G085100,Phvul.010G085100.1,GO:0005509
Phvul.010G123600,Phvul.010G123600.1,
Phvul.010G036700,Phvul.010G036700.1,GO:0000166
Phvul.010G036700,Phvul.010G036700.1,GO:0003676
Phvul.010G025400,Phvul.010G025400.1,GO:0005515
Phvul.010G025400,Phvul.010G025400.1,GO:0007165
Phvul.010G025400,Phvul.010G025400.1,GO:0043531
Phvul.010G025400,Phvul.010G025400.3,GO:0005515
Phvul.010G025400,Phvul.010G025400.3,GO:0007165
Phvul.010G025400,Phvul.010G025400.3,GO:0043531
Phvul.010G025400,Phvul.010G025400.4,GO:0043531
Phvul.010G025400,Phvul.010G025400.2,GO:0043531
Phvul.010G025400,Phvul.010G025400.5,GO:0043531
Phvul.010G025400,Phvul.010G025400.6,GO:0005515
Phvul.010G025400,Phvul.010G025400.6,GO:0007165
Phvul.010G025400,Phvul.010G025400.6,GO:0043531
Phvul.010G025400,Phvul.010G025400.7,GO:0005515
Phvul.010G025400,Phvul.010G025400.7,GO:0007165
Phvul.010G025400,Phvul.010G025400.7,GO:0043531
Phvul.010G162300,Phvul.010G162300.1,GO:0005515
Phvul.010G153700,Phvul.010G153700.1,GO:0008270
Phvul.010G098800,Phvul.010G098800.1,
Phvul.010G088700,Phvul.010G088700.1,GO:0004252
Phvul.010G088700,Phvul.010G088700.1,GO:0006508
Phvul.010G137700,Phvul.010G137700.1,GO:0016787
Phvul.010G137700,Phvul.010G137700.2,GO:0016787
Phvul.010G068700,Phvul.010G068700.1,GO:0009522
Phvul.010G068700,Phvul.010G068700.1,GO:0009579
Phvul.010G068700,Phvul.010G068700.1,GO:0015979
Phvul.010G068700,Phvul.010G068700.1,GO:0016021
Phvul.010G069165,Phvul.010G069165.1,
Phvul.010G076001,Phvul.010G076001.1,
Phvul.010G076001,Phvul.010G076001.2,
Phvul.010G054400,Phvul.010G054400.1,GO:0005515
Phvul.010G054400,Phvul.010G054400.1,GO:0007165
Phvul.010G054400,Phvul.010G054400.1,GO:0043531
Phvul.010G101300,Phvul.010G101300.1,GO:0003677
Phvul.010G074500,Phvul.010G074500.1,GO:0004672
Phvul.010G074500,Phvul.010G074500.1,GO:0005524
Phvul.010G074500,Phvul.010G074500.1,GO:0006468
Phvul.010G119400,Phvul.010G119400.1,GO:0005515
Phvul.010G119400,Phvul.010G119400.1,GO:0006886
Phvul.010G119400,Phvul.010G119400.1,GO:0008270
Phvul.010G119400,Phvul.010G119400.1,GO:0016192
Phvul.010G160200,Phvul.010G160200.1,GO:0005215
Phvul.010G160200,Phvul.010G160200.1,GO:0006810
Phvul.010G160200,Phvul.010G160200.1,GO:0016020
Phvul.010G160200,Phvul.010G160200.2,GO:0005215
Phvul.010G160200,Phvul.010G160200.2,GO:0006810
Phvul.010G160200,Phvul.010G160200.2,GO:0016020
Phvul.010G160200,Phvul.010G160200.3,GO:0005215
Phvul.010G160200,Phvul.010G160200.3,GO:0006810
Phvul.010G160200,Phvul.010G160200.3,GO:0016020
Phvul.010G088600,Phvul.010G088600.1,GO:0005515
Phvul.010G024301,Phvul.010G024301.1,GO:0005515
Phvul.010G024301,Phvul.010G024301.1,GO:0007165
Phvul.010G024301,Phvul.010G024301.1,GO:0043531
Phvul.010G142800,Phvul.010G142800.1,GO:0008375
Phvul.010G142800,Phvul.010G142800.1,GO:0016020
Phvul.010G016600,Phvul.010G016600.1,GO:0016491
Phvul.010G016600,Phvul.010G016600.1,GO:0055114
Phvul.010G016600,Phvul.010G016600.2,GO:0016491
Phvul.010G016600,Phvul.010G016600.2,GO:0055114
Phvul.010G064000,Phvul.010G064000.1,
Phvul.010G164600,Phvul.010G164600.1,GO:0009733
Phvul.010G017000,Phvul.010G017000.1,GO:0016491
Phvul.010G017000,Phvul.010G017000.1,GO:0055114
Phvul.010G080300,Phvul.010G080300.1,GO:0004857
Phvul.010G080300,Phvul.010G080300.1,GO:0005618
Phvul.010G080300,Phvul.010G080300.1,GO:0030599
Phvul.010G080300,Phvul.010G080300.1,GO:0042545
Phvul.010G048800,Phvul.010G048800.1,GO:0004497
Phvul.010G048800,Phvul.010G048800.1,GO:0005506
Phvul.010G048800,Phvul.010G048800.1,GO:0016705
Phvul.010G048800,Phvul.010G048800.1,GO:0020037
Phvul.010G048800,Phvul.010G048800.1,GO:0055114
Phvul.010G100100,Phvul.010G100100.1,GO:0003677
Phvul.010G100100,Phvul.010G100100.1,GO:0005515
Phvul.010G100100,Phvul.010G100100.1,GO:0005524
Phvul.010G100100,Phvul.010G100100.1,GO:0005634
Phvul.010G100100,Phvul.010G100100.1,GO:0006355
Phvul.010G100100,Phvul.010G100100.1,GO:0016787
Phvul.010G127500,Phvul.010G127500.1,GO:0004672
Phvul.010G127500,Phvul.010G127500.1,GO:0004713
Phvul.010G127500,Phvul.010G127500.1,GO:0005515
Phvul.010G127500,Phvul.010G127500.1,GO:0005524
Phvul.010G127500,Phvul.010G127500.1,GO:0006468
Phvul.010G015600,Phvul.010G015600.1,
Phvul.010G015600,Phvul.010G015600.2,
Phvul.010G048500,Phvul.010G048500.1,
Phvul.010G149400,Phvul.010G149400.1,GO:0035091
Phvul.010G149400,Phvul.010G149400.2,GO:0035091
Phvul.010G042300,Phvul.010G042300.1,GO:0008152
Phvul.010G042300,Phvul.010G042300.1,GO:0016758
Phvul.010G159900,Phvul.010G159900.1,GO:0005759
Phvul.010G022100,Phvul.010G022100.1,GO:0006621
Phvul.010G022100,Phvul.010G022100.1,GO:0016021
Phvul.010G022100,Phvul.010G022100.1,GO:0046923
Phvul.010G011000,Phvul.010G011000.1,GO:0004497
Phvul.010G011000,Phvul.010G011000.1,GO:0005506
Phvul.010G011000,Phvul.010G011000.1,GO:0016705
Phvul.010G011000,Phvul.010G011000.1,GO:0020037
Phvul.010G011000,Phvul.010G011000.1,GO:0055114
Phvul.010G052600,Phvul.010G052600.2,GO:0005515
Phvul.010G052600,Phvul.010G052600.2,GO:0008270
Phvul.010G156200,Phvul.010G156200.1,GO:0006629
Phvul.010G156200,Phvul.010G156200.1,GO:0016717
Phvul.010G156200,Phvul.010G156200.1,GO:0055114
Phvul.010G092500,Phvul.010G092500.1,GO:0005515
Phvul.010G092500,Phvul.010G092500.1,GO:0008270
Phvul.010G084200,Phvul.010G084200.1,GO:0003676
Phvul.010G084200,Phvul.010G084200.1,GO:0004386
Phvul.010G084200,Phvul.010G084200.1,GO:0005524
Phvul.010G133900,Phvul.010G133900.2,
Phvul.010G133900,Phvul.010G133900.1,
Phvul.010G099600,Phvul.010G099600.1,GO:0006511
Phvul.010G009400,Phvul.010G009400.1,GO:0005215
Phvul.010G009400,Phvul.010G009400.1,GO:0006810
Phvul.010G009400,Phvul.010G009400.1,GO:0016020
Phvul.010G009400,Phvul.010G009400.1,GO:0016021
Phvul.010G009400,Phvul.010G009400.1,GO:0055085
Phvul.010G009400,Phvul.010G009400.2,GO:0005215
Phvul.010G009400,Phvul.010G009400.2,GO:0006810
Phvul.010G009400,Phvul.010G009400.2,GO:0016020
Phvul.010G009400,Phvul.010G009400.2,GO:0016021
Phvul.010G009400,Phvul.010G009400.2,GO:0055085
Phvul.010G115000,Phvul.010G115000.1,GO:0005515
Phvul.010G115000,Phvul.010G115000.2,GO:0005515
Phvul.010G053400,Phvul.010G053400.1,GO:0016020
Phvul.010G053400,Phvul.010G053400.1,GO:0016021
Phvul.010G053400,Phvul.010G053400.1,GO:0022891
Phvul.010G053400,Phvul.010G053400.1,GO:0055085
Phvul.010G003200,Phvul.010G003200.2,GO:0005840
Phvul.010G003200,Phvul.010G003200.1,GO:0005840
Phvul.010G148300,Phvul.010G148300.1,GO:0003824
Phvul.010G148300,Phvul.010G148300.1,GO:0008152
Phvul.010G027601,Phvul.010G027601.1,
Phvul.010G065900,Phvul.010G065900.1,GO:0005975
Phvul.010G123800,Phvul.010G123800.1,GO:0006950
Phvul.010G123800,Phvul.010G123800.2,GO:0006950
Phvul.010G042600,Phvul.010G042600.1,GO:0008152
Phvul.010G042600,Phvul.010G042600.1,GO:0016758
Phvul.010G076720,Phvul.010G076720.1,
Phvul.010G097600,Phvul.010G097600.1,
Phvul.010G011300,Phvul.010G011300.2,
Phvul.010G011300,Phvul.010G011300.1,
Phvul.010G061300,Phvul.010G061300.1,
Phvul.010G147300,Phvul.010G147300.1,
Phvul.010G022300,Phvul.010G022300.1,
Phvul.010G134200,Phvul.010G134200.1,GO:0004672
Phvul.010G134200,Phvul.010G134200.1,GO:0004713
Phvul.010G134200,Phvul.010G134200.1,GO:0005524
Phvul.010G134200,Phvul.010G134200.1,GO:0006468
Phvul.010G039800,Phvul.010G039800.1,
Phvul.010G165400,Phvul.010G165400.2,
Phvul.010G165400,Phvul.010G165400.1,
Phvul.010G165400,Phvul.010G165400.3,
Phvul.010G165400,Phvul.010G165400.4,
Phvul.010G165400,Phvul.010G165400.5,
Phvul.010G165400,Phvul.010G165400.6,
Phvul.010G065600,Phvul.010G065600.1,GO:0006826
Phvul.010G065600,Phvul.010G065600.1,GO:0006879
Phvul.010G065600,Phvul.010G065600.1,GO:0008199
Phvul.010G108700,Phvul.010G108700.1,GO:0016788
Phvul.010G031900,Phvul.010G031900.1,GO:0004672
Phvul.010G031900,Phvul.010G031900.1,GO:0004674
Phvul.010G031900,Phvul.010G031900.1,GO:0005524
Phvul.010G031900,Phvul.010G031900.1,GO:0006468
Phvul.010G129600,Phvul.010G129600.1,GO:0030145
Phvul.010G129600,Phvul.010G129600.1,GO:0045735
Phvul.010G111900,Phvul.010G111900.1,GO:0003700
Phvul.010G111900,Phvul.010G111900.1,GO:0006355
Phvul.010G111900,Phvul.010G111900.1,GO:0043565
Phvul.010G085500,Phvul.010G085500.1,GO:0003824
Phvul.010G085500,Phvul.010G085500.1,GO:0008152
Phvul.010G085500,Phvul.010G085500.1,GO:0016829
Phvul.010G096700,Phvul.010G096700.1,
Phvul.010G155900,Phvul.010G155900.1,GO:0009055
Phvul.010G079000,Phvul.010G079000.2,GO:0006869
Phvul.010G079000,Phvul.010G079000.2,GO:0008289
Phvul.010G079000,Phvul.010G079000.3,GO:0006869
Phvul.010G079000,Phvul.010G079000.3,GO:0008289
Phvul.010G011400,Phvul.010G011400.1,GO:0004185
Phvul.010G011400,Phvul.010G011400.1,GO:0006508
Phvul.010G109000,Phvul.010G109000.1,
Phvul.010G109000,Phvul.010G109000.2,
Phvul.010G037000,Phvul.010G037000.1,GO:0008152
Phvul.010G037000,Phvul.010G037000.1,GO:0016758
Phvul.010G032600,Phvul.010G032600.3,GO:0006355
Phvul.010G150100,Phvul.010G150100.1,
Phvul.010G010050,Phvul.010G010050.1,
Phvul.010G010050,Phvul.010G010050.2,
Phvul.010G010050,Phvul.010G010050.3,
Phvul.010G010050,Phvul.010G010050.4,
Phvul.010G022600,Phvul.010G022600.2,GO:0004497
Phvul.010G022600,Phvul.010G022600.2,GO:0005506
Phvul.010G022600,Phvul.010G022600.2,GO:0016705
Phvul.010G022600,Phvul.010G022600.2,GO:0020037
Phvul.010G022600,Phvul.010G022600.2,GO:0055114
Phvul.010G110500,Phvul.010G110500.1,GO:0005215
Phvul.010G110500,Phvul.010G110500.1,GO:0006810
Phvul.010G110500,Phvul.010G110500.1,GO:0016020
Phvul.010G007800,Phvul.010G007800.1,GO:0006839
Phvul.010G007800,Phvul.010G007800.1,GO:0031966
Phvul.010G032900,Phvul.010G032900.1,
Phvul.010G068600,Phvul.010G068600.1,
Phvul.010G056100,Phvul.010G056100.1,
Phvul.010G049900,Phvul.010G049900.1,
Phvul.010G049900,Phvul.010G049900.3,
Phvul.010G049900,Phvul.010G049900.4,
Phvul.010G049900,Phvul.010G049900.2,
Phvul.010G071766,Phvul.010G071766.1,GO:0016779
Phvul.010G144100,Phvul.010G144100.1,
Phvul.010G038300,Phvul.010G038300.1,GO:0003714
Phvul.010G038300,Phvul.010G038300.1,GO:0006351
Phvul.010G091000,Phvul.010G091000.1,GO:0005515
Phvul.010G039400,Phvul.010G039400.1,
Phvul.010G110300,Phvul.010G110300.1,GO:0016021
Phvul.010G055000,Phvul.010G055000.1,
Phvul.010G144600,Phvul.010G144600.1,GO:0003993
Phvul.010G024866,Phvul.010G024866.1,GO:0003677
Phvul.010G024866,Phvul.010G024866.1,GO:0003684
Phvul.010G024866,Phvul.010G024866.1,GO:0005634
Phvul.010G024866,Phvul.010G024866.1,GO:0006289
Phvul.010G062000,Phvul.010G062000.1,GO:0005515
Phvul.010G157500,Phvul.010G157500.1,GO:0008152
Phvul.010G157500,Phvul.010G157500.1,GO:0008168
Phvul.010G080700,Phvul.010G080700.1,GO:0004857
Phvul.010G117500,Phvul.010G117500.1,GO:0009733
Phvul.010G057500,Phvul.010G057500.1,GO:0004672
Phvul.010G057500,Phvul.010G057500.1,GO:0004674
Phvul.010G057500,Phvul.010G057500.1,GO:0005524
Phvul.010G057500,Phvul.010G057500.1,GO:0006468
Phvul.010G057500,Phvul.010G057500.1,GO:0048544
Phvul.010G163700,Phvul.010G163700.1,GO:0016020
Phvul.010G081400,Phvul.010G081400.1,GO:0016491
Phvul.010G081400,Phvul.010G081400.2,GO:0016491
Phvul.010G099400,Phvul.010G099400.3,GO:0004672
Phvul.010G099400,Phvul.010G099400.3,GO:0004713
Phvul.010G099400,Phvul.010G099400.3,GO:0004842
Phvul.010G099400,Phvul.010G099400.3,GO:0005524
Phvul.010G099400,Phvul.010G099400.3,GO:0006468
Phvul.010G099400,Phvul.010G099400.3,GO:0016567
Phvul.010G099400,Phvul.010G099400.4,GO:0004672
Phvul.010G099400,Phvul.010G099400.4,GO:0004713
Phvul.010G099400,Phvul.010G099400.4,GO:0004842
Phvul.010G099400,Phvul.010G099400.4,GO:0005524
Phvul.010G099400,Phvul.010G099400.4,GO:0006468
Phvul.010G099400,Phvul.010G099400.4,GO:0016567
Phvul.010G099400,Phvul.010G099400.2,GO:0004672
